roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2],Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,,
 rois\0040-4.roi.h502, (blue),344,30.96,25.022871,22.266626,64.418137,9.2511654,8607.8662,7747.0897,10.76795,4.9349676,0.94917231,0.95059288,0.99175066,0.89338237,326.51532,293.86408,0.015479834,0.014127507,5.7443462,5.4794521,20.438885,0.55389929,1976.056,1778.4516,2.8965601,2.4608587,14.579241,13.152909,42.250011,4.8811183,5015.2578,4513.7381,6.2110028,3.6698766,2.4531158,2.291441,8.2819996,0.14133775,843.87164,759.48553,1.2883066,0.96380946,37.234891,36.728848,48.416435,24.528111,12808.809,11527.935,4.2811941,3.5220813,7.4702951,7.44559,13.026987,3.5201313,2569.7815,2312.806,1.4577362,1.235132,0.31101763,0.2915701,0.83402354,0.003576187,106.99008,96.291167,0.14521643,0.12710284,8.3584967,7.1144633,30.491371,0.82912707,2875.3228,2587.7935,5.8352751,2.5430528,0.30556269,0.29645377,0.58210665,0.067110106,105.11362,94.602318,0.09355353,0.08486303,1.403564,0.81049079,13.144136,0.42316529,482.82614,434.54391,2.0054698,0.55142081,0.029901647,0.018930929,0.19848628,2.81E-14,10.286167,9.2575605,0.034370463,0.020859631,0.16841959,0.16549022,0.39253059,0.023972008,57.936344,52.142763,0.055948139,0.050730487,15.171815,6.4227777,78.99231,0.93776399,5219.105,4697.1993,17.238707,6.6432502,,
 rois\0040-4.roi.h503, (turquois),3613,325.17,15.300784,13.502449,64.418137,6.044096,55281.785,49753.616,6.5406665,2.6487978,0.94900982,0.9487617,1,0.89338237,3428.7778,3085.8988,0.014315627,0.013447878,5.3202371,5.0316329,20.438885,0.081945002,19222.004,17299.835,2.4391416,2.208973,12.780432,11.891612,42.250011,3.2651284,46175.625,41558.18,4.8154709,2.8491334,1.9222376,1.8047777,8.2819996,0.017604483,6945.0425,6250.5473,0.91278402,0.82140839,42.242707,41.954021,62.884632,24.528111,152622.72,137360.77,5.6691202,3.7371174,6.4324029,6.2746229,16.082869,1.7533721,23240.252,20916.269,1.6067061,1.147788,0.2823114,0.27155226,0.87134743,0.003576187,1019.9902,917.99304,0.11508571,0.10471439,3.4306803,1.1437083,38.491657,0.19251244,12395.053,11155.556,4.6960204,0.96611152,0.26609176,0.26031607,0.61543995,0.057312429,961.38916,865.2516,0.078424436,0.071666962,1.1291357,0.76301593,14.592997,0.31039536,4079.5684,3671.615,1.354238,0.37903532,0.015838672,0.012419313,0.19848628,2.09E-20,57.225101,51.502671,0.016942401,0.012440597,0.16592219,0.16247143,0.40052232,0.009975955,599.47662,539.52981,0.050098093,0.046382883,3.2548747,0.7783832,78.99231,0.018943582,11759.865,10583.888,7.6030214,1.6910665,,
 rois\0041-4.roi.h500, (red),394,35.4599,4.9762642,4.6544671,16.619032,0.23575425,1960.6478,1764.5798,2.3177651,1.9685557,0.97740727,0.97689462,1.0261261,0.91774893,385.09836,346.58794,0.015159729,0.014170293,0.89236912,0.758219,4.4685655,0.000911076,351.59329,316.43347,0.77204534,0.74783039,0.88221754,0.73262453,3.0453146,0.007964214,347.59378,312.83372,0.68553854,0.61280205,0.56292771,0.50746971,1.86128,0.000667171,221.79367,199.61377,0.3773184,0.35840508,3.5395081,3.4469454,6.1561122,1.3838282,1394.5659,1255.1071,0.90350845,0.78310406,2.8173787,2.7782526,4.761075,1.1702094,1110.0472,999.04054,0.62212213,0.5729014,0.13918383,0.13188888,0.34029314,0.000252308,54.838428,49.354488,0.066581307,0.064212075,0.85833674,0.71753705,4.4189544,0.2610836,338.18469,304.36561,0.51817081,0.22271301,0.26674673,0.26528439,0.51063377,0.1025062,105.09823,94.588206,0.068555686,0.066585599,0.11155771,0.10875842,0.22109398,0.025691919,43.953732,39.558288,0.038569024,0.037103321,0.011395572,0.009275484,0.067809179,2.32E-08,4.4898567,4.040862,0.009667389,0.008838816,0.023248034,0.020780556,0.075700194,7.72E-08,9.1597223,8.2437366,0.015040938,0.014232636,1.3204648,1.0675006,13.798887,0.48085821,520.26318,468.2359,1.3402419,0.47521063,,
 rois\0041-4.roi.h501, (green),708,63.7199,12.490417,10.382372,43.648045,2.3224413,8843.2158,7958.878,7.0986781,3.4868093,0.97143999,0.97105509,1.0224609,0.92916667,687.78009,619.00032,0.015594277,0.015151912,1.212777,1.0846872,5.2200146,0.006481123,858.6463,772.77993,0.97366141,0.92691328,1.4562729,1.2655758,6.7398605,0.009048488,1031.0416,927.93522,1.0519121,0.87061315,0.75800004,0.63871682,3.0284564,0.000864022,536.66382,482.99665,0.53945718,0.47922892,5.1142648,5.0595222,9.1464987,1.667945,3620.8997,3258.803,1.1879922,1.0249842,3.8047149,3.7520461,7.2465501,1.6341815,2693.7363,2424.3594,0.81796836,0.721994,0.16961746,0.15887859,0.46819508,0.000715324,120.08922,108.08003,0.080054788,0.076207877,1.3288731,1.2077726,5.1815033,0.49464953,940.8418,846.75625,0.55670005,0.32276618,0.31019755,0.30548361,0.61211729,0.059343569,219.61978,197.65748,0.084704453,0.076007563,0.12664187,0.12100627,0.32568029,0.01344122,89.662407,80.696039,0.04754307,0.043884502,0.021660519,0.014180049,0.15226781,7.64E-10,15.335651,13.802055,0.024063755,0.014343212,0.032661146,0.028580206,0.13338225,9.61E-10,23.124084,20.81164,0.02275427,0.018825559,10.571153,3.4050162,76.518082,0.88239127,7484.377,6735.9254,14.39193,4.9456191,,
 rois\0041-4.roi.h502, (blue),165,14.85,38.40373,37.158501,74.297676,13.407331,6336.6138,5702.943,12.961174,6.2852557,0.96437315,0.96368992,1.005071,0.92234039,159.12157,143.20914,0.015275919,0.013335553,1.8739965,1.3583289,11.002311,0.026335035,309.20944,278.28795,1.909944,1.5797399,3.3881843,2.8084314,14.218134,0.032899257,559.05048,503.14442,2.7662562,1.7135685,1.5130298,1.2296189,5.5587296,0.000400796,249.64992,224.6845,1.1632097,0.86599199,3.0264889,3.0209658,5.4020972,0.5041936,499.37067,449.43275,0.9945588,0.90761643,2.5127685,2.5130565,5.2608943,0.89658326,414.60678,373.14541,0.73400677,0.68137094,0.16509114,0.14250627,0.43021932,0.001474139,27.240034,24.515988,0.092039499,0.083789152,1.0107247,0.91873789,3.7251709,0.24699889,166.76961,150.09234,0.53823152,0.28937431,0.28061098,0.27597854,0.64559281,0.10432175,46.300819,41.670651,0.096706158,0.086857613,0.1671227,0.15368661,0.52340633,0.000609417,27.575253,24.817674,0.082007831,0.060841679,0.11538827,0.067399934,0.60138035,2.72E-09,19.039066,17.135125,0.11514718,0.059034739,0.092112005,0.065470956,0.59175599,2.16E-06,15.198484,13.678607,0.09140068,0.051022252,60.962747,72.22654,132.88556,2.3159487,10058.854,9052.9506,41.916859,16.557148,,
 rois\0041-4.roi.h503, (turquois),3710,333.899,12.527549,9.3662148,74.297676,0.23575425,46477.184,41829.401,10.60168,3.6912635,0.97259298,0.97222227,1.0262207,0.90909094,3608.323,3247.4814,0.014784907,0.013546584,1.2157851,1.0243264,11.002311,0.000911076,4510.5581,4059.4982,1.0930588,0.9566565,1.4318514,1.1144409,14.218134,0.00589693,5312.1655,4780.9422,1.3518212,0.8741379,0.75095905,0.62142015,6.1664872,3.48E-06,2786.0588,2507.4472,0.59512569,0.46787669,4.3674831,4.1348939,11.25898,0.5041936,16203.362,14582.996,1.6402252,0.89952152,3.3748556,3.2071283,8.2145271,0.754457,12520.724,11268.62,1.1277922,0.67114731,0.16112654,0.14978348,0.60977447,0.000139454,597.7785,538.00043,0.084009609,0.074371424,1.9747288,1.0560341,18.407942,0.21577932,7326.2446,6593.6061,2.2956816,0.52891433,0.29360464,0.28868675,0.64559281,0.059343569,1089.2723,980.34392,0.081261695,0.071062466,0.1324959,0.12566292,0.52340633,0.000609417,491.55988,442.4029,0.054629013,0.044011521,0.024543899,0.013318137,0.60138035,2.50E-12,91.057831,81.951913,0.040772311,0.016112385,0.033158331,0.025917275,0.59175599,1.41E-12,123.01759,110.71544,0.033405108,0.02022957,11.066538,2.8546476,132.88556,0.48085821,41056.859,36951.094,19.850695,4.7790942,,
 rois\0043-3.roi.h500, (red),664,59.7599,11.43941,11.002278,23.532825,4.9489679,7595.7715,6836.1787,3.0142401,2.1291928,0.93264363,0.93260479,0.9873417,0.85245901,619.27551,557.34679,0.016103062,0.014479423,2.7148781,2.4385748,9.6332617,0.012471412,1802.6802,1622.4081,1.7349837,1.606111,4.1274684,3.8571141,10.754393,0.064261228,2740.6382,2466.5705,1.9354221,1.4755678,1.2547601,1.1474704,5.1179075,0.003038416,833.16095,749.84325,0.74699956,0.67709041,24.339506,23.320927,45.771938,10.919135,16161.427,14545.261,5.919507,2.7246749,7.1514082,7.0238686,14.997211,3.2607248,4748.5366,4273.6735,1.6194691,1.1626966,0.38034621,0.37101817,1.0365876,0.077234767,252.5499,227.29447,0.13482128,0.12069681,1.1100905,1.0947278,2.1255724,0.31288543,737.10028,663.38883,0.29824431,0.21561236,0.28916172,0.28736779,0.65248179,0.067952588,192.00334,172.80272,0.076764261,0.071604096,1.1708357,0.69101173,11.238276,0.23436521,777.43481,699.69008,1.4416956,0.39637219,0.013801272,0.012219342,0.06968414,1.28E-16,9.1640444,8.2476249,0.011041153,0.010415413,0.20337007,0.19949338,0.63576227,0.052300289,135.0377,121.53372,0.060395679,0.049758766,1.1759187,1.1177993,5.1696544,0.26200092,780.80994,702.72772,0.49556064,0.29134248,,
 rois\0043-3.roi.h501, (green),173,15.57,22.490591,21.902073,42.654598,7.7902021,3890.8721,3501.7785,7.6069218,4.5043656,0.92216622,0.92132872,0.95811516,0.89296329,159.53473,143.58101,0.013726029,0.013533143,4.6829588,4.6087794,10.661767,0.16969816,810.15198,729.13534,2.2564416,2.1613463,8.9588463,8.8872013,19.402622,2.7237556,1549.8807,1394.8898,2.8569871,2.6684607,1.8430205,1.7815226,4.4094787,0.10195268,318.84259,286.95776,0.82613511,0.77915538,38.895995,38.715424,52.800552,27.572332,6729.0073,6056.0952,5.2474254,3.6744265,7.7799079,7.5464478,12.979401,5.0240417,1345.9244,1211.3294,1.3869702,1.2837373,0.41594517,0.39537531,0.92708737,0.14636257,71.958542,64.762542,0.14002853,0.13163939,1.72304,1.6827434,2.9469769,0.82234985,298.08588,268.27683,0.41234516,0.28703447,0.32879468,0.32239756,0.6352635,0.1321508,56.881481,51.193236,0.091719303,0.086308283,3.1959892,1.8774608,13.072804,0.55593127,552.90613,497.6146,2.8471329,1.2639901,0.027262397,0.020331573,0.13007931,4.07E-10,4.7163939,4.2447473,0.027468038,0.021826097,0.30764934,0.30521649,0.54440045,0.13004133,53.223339,47.900913,0.073037993,0.063193856,14.93564,7.2684288,52.442131,1.2641821,2583.8652,2325.4748,14.640978,6.7972368,,
 rois\0043-3.roi.h502, (blue),3711,333.989,12.984353,12.079573,58.164127,3.9457142,48184.832,43366.356,5.1122918,2.4380528,0.93321367,0.93257356,1.0019569,0.85245901,3463.1582,3116.8343,0.016952798,0.014059916,3.0893745,2.7973778,11.961513,0.008067497,11464.679,10318.182,2.0011675,1.6354632,5.2586432,4.7455525,19.402622,0.040374503,19514.838,17563.308,2.9867565,1.7228858,1.3512289,1.2438416,5.1179075,0.001113877,5014.4077,4512.9607,0.76417306,0.65993667,26.683747,24.87435,55.587673,6.5890279,99023.281,89120.874,11.05891,2.8269766,6.4578319,6.4488692,14.997211,1.1671522,23964.975,21568.471,1.7524007,1.0849961,0.33701259,0.32413143,1.0365876,0.023568872,1250.6555,1125.5862,0.13361336,0.11378314,1.7704704,1.324358,10.294678,0.095023826,6570.207,5913.1825,1.3498871,0.39249894,0.28777489,0.28233388,0.73642933,0.04790695,1067.9327,961.13748,0.087343132,0.073826431,1.261247,0.78037167,13.072804,0.1555821,4680.4839,4212.4308,1.4364699,0.45558907,0.015499887,0.012326665,0.21893191,6.81E-17,57.52005,51.767972,0.015757799,0.011965356,0.21159736,0.20639718,0.63576227,0.00727737,785.2381,706.71265,0.078376627,0.051127651,2.9670727,1.3050168,82.478218,0.14465098,11010.787,9909.7069,6.8907429,1.2997836,,
 rois\0044-5.roi.h500, (red),107,2675,3.89973,4.2138157,14.774352,0.29495955,417.27106,104317.86,2.9745465,2.9343912,0.89857884,0.89817876,0.93198991,0.86452162,96.147949,24037.004,0.014174915,0.01403737,0.22974973,0.059162926,2.515696,0.006999633,24.583225,6145.8104,0.39744883,0.32704829,0.27546477,0.12931411,1.1431158,0.004004057,29.474733,7368.6887,0.30970359,0.29488908,0.33072144,0.22255391,1.2780079,0.000908511,35.387184,8846.8057,0.29858904,0.29127304,0.14076305,0.10768877,0.6346733,8.82E-09,15.061646,3765.4146,0.13966099,0.13704037,0.028270791,0.004952488,0.51962471,5.21E-06,3.0249746,756.24427,0.062708656,0.0413636,0.018439705,0.006789521,0.11135316,9.90E-05,1.9730484,493.26252,0.022109805,0.020301905,0.081850553,0.076271549,0.66234499,0.000543823,8.758007,2189.5041,0.068252988,0.052812977,0.060798505,0.055807166,0.14718652,0.002366187,6.5054412,1626.3614,0.028547647,0.027446424,0.017989052,0.016147276,0.047949366,1.12E-05,1.9248288,481.20753,0.013629438,0.012910299,0.008526359,0.007506079,0.0333119,5.89E-08,0.91232049,228.08029,0.006548071,0.00633634,0.011040603,0.009120999,0.040279821,2.17E-10,1.1813443,295.33638,0.00951898,0.008833874,0.042828082,0.03814283,0.14954881,1.67E-06,4.5826039,1145.6521,0.02967528,0.028946165,,
 rois\0044-5.roi.h501, (green),207,5175,18.388705,12.916308,89.209953,3.759712,3806.4622,951616.36,15.03358,9.0499222,0.88583638,0.88613862,0.93349552,0.84799314,183.36815,45842.076,0.015907394,0.015087724,3.9191286,3.5034091,40.843002,0.043213245,811.25964,202815.1,3.6267859,2.1829417,6.4897471,5.6965594,37.84227,0.50809032,1343.3781,335844.73,4.8040694,3.3560558,1.5723675,1.2471415,14.356531,0.042100091,325.4801,81370.093,1.4187987,0.84418191,23.836916,22.878386,55.023365,7.5955744,4934.2412,1233561.6,7.8353155,5.6318723,6.3702048,6.1246791,15.90673,1.540041,1318.6326,329658.41,2.5642184,1.8292704,0.29416226,0.21996389,12.739941,0.00050667,60.891586,15222.911,0.87843889,0.23792387,7.7982358,2.6456952,89.66732,0.10705335,1614.2354,403559.08,11.436887,6.7119834,0.27311485,0.25581947,0.68648398,0.08013843,56.534782,14133.707,0.10895821,0.095219786,0.3431368,0.3044315,2.0263674,0.10383905,71.029335,17757.346,0.22075634,0.1493815,0.024975989,0.013675481,0.308606,8.09E-11,5.1700306,1292.5086,0.04020162,0.025052875,0.17562129,0.16214603,1.9007521,0.026545456,36.353607,9088.4104,0.13560748,0.073020112,6.9185049,1.5894063,98.019737,0.078168541,1432.1302,358032.97,13.241208,7.6002491,,
 rois\0044-5.roi.h502, (blue),1400,35000,13.747701,9.9274931,96.836296,0.45921206,19246.773,4811699.5,12.320339,5.6194561,0.88219961,0.88275278,0.93765384,0.74914092,1235.0806,308770.14,0.018433576,0.016107715,3.7680407,3.3640344,25.693846,0.00986373,5275.2568,1318815.4,2.6476445,1.8957063,4.5016306,3.8060732,38.078735,0.019096758,6302.2788,1575572.1,3.1760287,1.9273921,1.2289079,1.0429146,16.381413,0.000181292,1720.4705,430118.15,1.1095551,0.69930726,23.924467,24.062346,58.464695,0.15842395,33494.258,8373570.9,10.826197,4.3473571,4.1039651,3.7480686,12.345013,0.11531156,5745.5522,1436389.1,2.022159,1.2650294,0.23650079,0.15981989,36.067703,3.82E-05,331.1011,82775.35,1.0823215,0.21022662,3.4213501,0.78881091,70.923889,0.019453505,4789.8882,1197473.6,7.4202737,2.8804339,0.26591815,0.24720806,0.97345537,2.78E-06,372.28558,93071.436,0.11320096,0.082295597,0.59382316,0.5317651,4.9967499,0.006494843,831.35223,207838.29,0.47030202,0.2524577,0.018220922,0.011409109,0.55372488,9.23E-15,25.509293,6377.3284,0.034872642,0.017999334,0.1878521,0.1848328,1.8227801,0.003935236,262.99286,65748.295,0.10447484,0.059234329,3.4672869,0.39817178,111.97491,1.16E-08,4854.2031,1213551.5,8.8652638,3.7768,,
 rois\0044-5.roi.h503, (turquois),412,10300,9.108261,7.3364439,52.868839,-0.6919384,3752.6038,938151.77,7.2858337,4.8791802,0.90049024,0.90055686,0.94541138,0.8520366,371.00204,92750.583,0.017227435,0.016942303,0.84359929,0.47831765,6.7449913,0.00961834,347.56305,86890.809,1.0970981,0.81039595,1.0952926,0.51890516,13.746967,0.002523572,451.26047,112815.25,1.8655318,1.1510163,0.55629717,0.43563011,4.480587,2.22E-05,229.19438,57298.663,0.50550189,0.41365799,1.7392617,0.97466868,24.826115,1.44E-08,716.57556,179144.13,2.5451667,0.95638245,1.3597579,0.92753059,9.5522013,0.001569187,560.22058,140055.2,1.3561719,0.63958225,0.065027252,0.046029095,0.46568787,2.16E-06,26.791241,6697.8133,0.069011403,0.047663742,2.5133495,0.38035432,41.687664,0.001263335,1035.5001,258875.25,4.7881422,2.5271295,0.094484649,0.081080824,0.40792355,0.000508325,38.927658,9731.928,0.059475231,0.042827723,0.048730344,0.031402409,0.70520926,1.91E-06,20.076899,5019.2302,0.069092603,0.036990493,0.012017197,0.010034269,0.088090993,1.60E-08,4.9510832,1237.7725,0.011835235,0.009696419,0.017883948,0.013006674,0.16007969,2.09E-10,7.368185,1842.0484,0.020262387,0.013995375,2.5562219,0.27047583,41.668224,0.000210709,1053.1636,263291.1,5.7262775,3.2739117,,
 rois\0044-5.roi.h504, (magenta),1591,39775,13.618511,10.002065,96.836296,0.3118813,21667.035,5416768.2,12.310183,5.7325078,0.88310664,0.88347965,0.93765384,0.74914092,1405.0227,351256.01,0.018334384,0.016006831,3.6538116,3.232919,40.843002,0.00793193,5813.2168,1453305,2.7918028,1.8909345,4.5702056,3.8765709,38.078735,0.013305398,7271.1899,1817801.1,3.4131608,2.0343214,1.2293571,1.0334036,16.381413,0.000181292,1955.9064,488977.27,1.1357068,0.70150061,23.464879,23.804615,58.464695,6.54E-05,37332.613,9333164.8,11.077873,4.3866106,4.2482128,3.8268147,14.444294,0.002216215,6758.9102,1689728.3,2.2024424,1.3290469,0.2386394,0.16097413,36.067703,3.82E-05,379.67545,94918.915,1.0636955,0.21074527,3.5962382,0.78348744,89.66732,0.019453505,5721.6123,1430405.2,7.7699614,3.0721536,0.25989422,0.24358235,0.97345537,2.78E-06,413.49161,103373.03,0.11486068,0.083286614,0.55490553,0.49045512,4.9967499,0.001529679,882.85449,220713.89,0.46224234,0.23712431,0.018486722,0.011308348,0.55372488,9.23E-15,29.412369,7353.101,0.034858089,0.018112887,0.18285444,0.17905448,1.9007521,9.02E-06,290.92151,72730.425,0.11150212,0.059545861,3.4978223,0.42933813,111.97491,1.16E-08,5565.0352,1391260.2,8.8869423,3.8716275,,
 rois\0045-4.roi.h500, (red),160,3999.99,3.6435693,3.8983107,12.851,0.14078617,582.97113,145742.49,2.8465339,2.7740203,0.91033009,0.91122282,0.94719738,0.87288141,145.65282,36413.132,0.01597572,0.016108882,0.32016541,0.10321669,1.7261488,0.004628453,51.226448,12806.591,0.41325574,0.37779818,0.28539417,0.094900601,2.2004082,0.001223538,45.663059,11415.744,0.36522098,0.33880642,0.33007717,0.26414141,1.2548646,8.37E-08,52.812359,13203.061,0.27037985,0.25369977,0.13636837,0.10750626,0.64037514,8.24E-11,21.818945,5454.724,0.13317275,0.13144989,0.022029254,0.004458266,0.1971944,1.30E-06,3.5246806,881.16844,0.038774867,0.036545977,0.01978942,0.006628542,0.097312585,2.30E-07,3.1663074,791.57524,0.022615517,0.022253862,0.073591713,0.074611522,0.20963253,0.000649798,11.774669,2943.6628,0.045054802,0.043794398,0.06094852,0.058934756,0.17772678,0.000668355,9.7517624,2437.936,0.029809893,0.02829352,0.019490478,0.016765006,0.080837287,0.000167901,3.1184762,779.6176,0.015382132,0.014427837,0.008488391,0.006627786,0.036758542,3.65E-08,1.3581425,339.53499,0.007454258,0.006834929,0.00898986,0.007551604,0.037780646,2.62E-08,1.4383776,359.59371,0.008202912,0.007928224,0.071881984,0.045460016,1.184566,3.04E-08,11.501119,2875.2737,0.13783976,0.084047406,,
 rois\0045-4.roi.h501, (green),37,924.998,69.301494,77.753639,99.135246,7.0491195,2564.1553,641037.59,27.160734,22.580391,0.86600483,0.8713693,0.9242298,0.81292516,32.042175,8010.5293,0.027421795,0.025910856,18.465961,7.9399986,190.25432,0.063267887,683.24048,170809.82,34.432002,23.300534,21.858168,15.545447,79.417801,1.5630374,808.75232,202187.67,19.786183,16.868334,6.6910125,3.3837144,49.669609,0.23244429,247.56749,61891.747,9.7995919,7.7276544,40.088614,26.131403,137.29428,9.94E-11,1483.2788,370818.97,34.875801,22.443525,12.223252,10.198019,30.587881,0.18632962,452.26031,113064.86,9.6643636,6.9152866,0.85369168,0.58988458,5.1090612,0.018959129,31.586588,7896.6329,1.0959101,0.88815851,5.7694044,3.9450305,21.588207,0.39583671,213.46796,53366.889,4.6461375,3.7455304,0.25752334,0.24644329,0.70236236,0.024082595,9.5283642,2382.0863,0.16535825,0.15012137,0.592831,0.48361468,2.3895283,0.018550662,21.934744,5483.6763,0.48917483,0.41379392,0.29012484,0.16504574,1.9405077,0.005450428,10.734622,2683.6497,0.34409491,0.28757974,0.37088446,0.1684363,2.0183604,0.005504164,13.722725,3430.6747,0.51286593,0.38596674,69.656094,61.579121,174.75334,6.9807277,2577.2751,644317.64,42.539238,34.476535,,
 rois\0045-4.roi.h502, (blue),397,9924.98,36.435615,32.101589,99.388069,7.5295506,14464.941,3616227.7,19.583474,16.412317,0.88880661,0.88832915,0.93990386,0.82032526,352.85623,88213.882,0.019462393,0.017761413,5.8568556,4.7679272,87.913376,0.018139808,2325.1692,581291.77,6.0991499,3.9174382,13.005543,9.8185043,65.506325,0.67520291,5163.2017,1290797.6,10.181057,8.3724031,3.5866969,2.8465633,47.541252,0.097091153,1423.9185,355978.97,4.3637505,2.6017923,35.680298,30.740597,107.87074,2.5491645,14165.084,3541262.6,22.2491,13.799944,9.7369441,9.6053381,21.366978,0.18312079,3865.5667,966389.8,4.0450599,3.1510627,0.41262746,0.29917136,21.487581,0.000110721,163.81317,40953.194,1.1085777,0.37537136,4.0187914,2.6436629,26.436232,0.17554882,1595.4607,398864.26,4.3097283,2.7631323,0.2222867,0.19517457,1.6555411,0.037146587,88.24781,22061.912,0.14468751,0.10774641,0.44171312,0.39079615,4.8465018,0.013222026,175.36008,43839.941,0.39370433,0.22672784,0.08388684,0.039421882,1.5358818,1.36E-10,33.303082,8325.7524,0.13258601,0.091650717,0.12888132,0.069325402,4.3254952,5.09E-06,51.165901,12791.446,0.32845114,0.14770935,33.007663,25.988564,132.00954,1.6835692,13104.038,3276004.1,25.081016,21.802782,,
 rois\0045-4.roi.h503, (turquois),471,11775,38.751301,33.191532,99.388069,7.0277691,18251.855,4562957.8,22.03229,16.182284,0.8876484,0.88804716,0.94724596,0.81292516,418.08221,104520.42,0.021528692,0.018545906,6.6801644,4.6041994,190.25432,0.040057912,3146.3572,786587.99,11.525737,5.068327,13.350617,10.219116,79.417801,0.67520291,6288.1411,1572032.4,11.037635,8.6165877,3.7950942,2.835155,49.669609,0.097091153,1787.4889,446871.56,5.0367458,2.819624,34.560029,28.52149,137.29428,9.94E-11,16277.784,4069436.3,23.716493,13.867861,9.6868605,9.328558,31.776009,0.18312079,4562.5127,1140625.8,5.1649657,3.4047491,0.45626723,0.30065635,21.487581,0.000110721,214.90198,53725.373,1.1220104,0.39763924,4.0673684,2.6671162,26.436232,0.18399061,1915.7307,478931.8,4.180636,2.7120722,0.21782281,0.1930747,1.6555411,0.021786781,102.59453,25648.591,0.14688164,0.10409551,0.43743401,0.37907654,4.8465018,0.013222026,206.03137,51507.765,0.41185449,0.23457221,0.098605195,0.04179972,1.9405077,1.36E-10,46.443069,11610.741,0.16809067,0.10109693,0.15791329,0.069988973,4.8908224,4.25E-05,74.377167,18594.258,0.41598513,0.17218025,35.572727,27.764851,174.75334,1.6835692,16754.756,4188681.3,28.704853,22.117734,,
 rois\0046-4.roi.h500, (red),985,24625,5.834936,5.5753288,20.290195,0.12556911,5747.4067,1436853,3.3640921,2.8539899,0.90930554,0.90924376,0.95436019,0.86186934,895.66541,223916.49,0.016070172,0.015830813,0.33267153,0.083253302,2.4420402,0.001310918,327.68137,81920.364,0.45492949,0.41322723,0.24013193,0.084438205,2.8102989,0.000318629,236.52997,59132.488,0.30505176,0.28009975,0.35531725,0.29711258,1.7672766,9.64E-07,349.98737,87496.873,0.28618242,0.27414298,0.1414468,0.10741248,0.81826586,8.11E-11,139.32526,34831.276,0.14033367,0.13280737,0.022676589,0.005293948,0.31405035,1.12E-06,22.336451,5584.1101,0.041016947,0.034486137,0.017985349,0.006173014,0.14039581,2.54E-08,17.715567,4428.8921,0.021456775,0.019879599,0.068692213,0.062166173,0.28285611,0.00030643,67.661842,16915.457,0.043771508,0.041853173,0.061117714,0.058810472,0.1741869,0.000418493,60.200954,15050.237,0.031080102,0.029871725,0.019175198,0.016224356,0.088974126,1.89E-08,18.887571,4721.8924,0.01575345,0.014944798,0.008411621,0.006286301,0.040852927,1.57E-10,8.285449,2071.3618,0.007186834,0.006908865,0.009964436,0.008109639,0.049990989,2.06E-10,9.81497,2453.7423,0.008987677,0.008517815,0.055007475,0.042080168,1.2060193,5.28E-11,54.182343,13545.591,0.076990795,0.046095425,,
