roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2],Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,,
 rois\0022-4.roi.h502, (blue),3033,3033,6.2430204,6.11552,14.333237,1.1765182,18935.057,189351.1,2.0603584,1.9482714,0.73650816,0.73648065,0.76570046,0.71007609,2233.8286,22338.327,0.007460129,0.007212787,11.457002,11.092294,31.739403,0.46925372,34749.078,347491.4,4.6934793,3.434761,11.555525,11.4229,26.90667,1.6303582,35047.887,350479.62,3.7079252,2.6319509,0.67616994,0.58308899,3.4247942,5.43E-07,2050.8245,20508.266,0.50955576,0.48780097,11.072421,10.980165,19.308079,5.6262064,33582.691,335827.03,1.8575053,1.5859932,4.3968718,4.343174,8.1486969,1.750475,13335.72,133357.33,0.94366269,0.83198833,0.19165886,0.17779787,6.4088082,0.000436594,581.30121,5813.0222,0.19714724,0.096553079,0.81137127,0.78529733,2.4845834,0.23332556,2460.8889,24608.928,0.25130508,0.21265748,0.12586678,0.12288111,0.31953248,0.001146199,381.754,3817.5453,0.050981945,0.048681902,1.0994129,1.0828192,4.234271,0.53018391,3334.5166,33345.243,0.23077446,0.17179665,0.007598802,0.004957493,0.05340904,2.58E-14,23.047199,230.472,0.008131829,0.007583989,0.039934948,0.037435621,0.12934065,8.50E-09,121.12269,1211.2288,0.022399489,0.02136794,0.027430101,0.018570047,0.21218853,1.26E-17,83.195526,831.95622,0.030138261,0.028141893,,
 rois\0022-4.roi.h503, (turquois),16659,16659,5.7515697,5.6708517,16.101038,-322.57217,95815.156,958155.45,4.4496173,2.0902214,0.73700724,0.736884,0.76762402,0.66347688,12277.838,122778.22,0.007890014,0.007226423,8.9701084,8.257,35.440739,0.003141747,149433.28,1494332.6,5.3082722,2.9478033,9.0349828,8.4264631,28.61038,0.010114674,150513.7,1505140.1,4.3190868,2.3271056,0.61568972,0.52924716,3.4247942,5.43E-07,10256.757,102567.91,0.48046215,0.45203689,10.358233,10.036913,27.061337,2.4590101,172557.39,1725580.6,2.8178007,1.5851694,4.0780856,4.0131726,11.05537,0.38204202,67936.719,679369.32,1.1138444,0.81394678,0.16633018,0.15558374,6.4088082,2.90E-08,2770.9038,27708.986,0.11842566,0.081644982,0.60711323,0.59076041,2.4845834,0.000653029,10113.899,101139.15,0.25327618,0.16034435,0.11485178,0.11080509,0.37447673,2.23E-05,1913.3196,19133.187,0.049269645,0.045585456,0.93868857,0.98242724,6.1382303,0.029445024,15637.584,156376.37,0.34809732,0.16143867,0.007620278,0.004945307,0.069629259,2.32E-18,126.94544,1269.464,0.008244894,0.007741176,0.03938507,0.036507573,0.14867711,1.58E-09,656.11578,6561.1688,0.022784944,0.021026717,0.027616133,0.019369939,0.21779126,2.24E-20,460.05457,4600.5785,0.029911724,0.028197895,,
 rois\0023-4.roi.h500, (red),382,9549.98,9.0559384,9.0685902,19.100576,3.6587059,3459.3674,864839.99,2.9771102,2.3565753,0.70726502,0.73764908,0.7612313,0.57583773,270.17523,67543.644,0.052044632,0.009752552,1.3347344,0.56859165,11.029228,1.92E-08,509.86862,127466.82,1.8006756,0.99428554,0.16274345,0.034432799,1.6110532,0.000129276,62.168007,15541.961,0.28728736,0.21749871,0.28466176,0.13293394,2.0462453,0.000981231,108.74082,27185.131,0.34471259,0.31564195,0.097263904,0.007559221,1.0290847,6.18E-06,37.154808,9288.68,0.1614432,0.093759248,0.05098088,0.005175968,0.63892347,3.86E-11,19.474697,4868.6621,0.10194612,0.059632644,0.024702137,0.008172436,0.14135855,1.30E-07,9.4362192,2359.0483,0.030078945,0.025304457,0.077096049,0.0631686,0.90837216,9.98E-05,29.450693,7362.6546,0.074260003,0.057587005,0.056430001,0.050867308,0.1813291,2.89E-05,21.556271,5389.0519,0.035445991,0.031633099,0.018406964,0.015575799,0.12012241,3.78E-05,7.0314593,1757.8608,0.018264785,0.01510404,0.01078181,0.006484228,0.096080527,2.89E-12,4.11865,1029.6604,0.012023107,0.008656885,0.012520982,0.006415127,0.098734625,5.18E-13,4.7830124,1195.7508,0.016392959,0.010146061,0.047112394,0.030126059,0.41551936,1.67E-15,17.996933,4499.2226,0.053722798,0.038122167,,
 rois\0023-4.roi.h501, (green),122,3049.99,17.480436,15.436655,59.571365,6.5945625,2132.6138,533151.92,7.9008748,3.4210973,0.71700892,0.72217429,0.74610978,0.67540687,87.475082,21868.716,0.017187462,0.007134793,29.943376,30.634045,57.580463,10.488999,3653.0925,913270.63,9.5971368,7.3486973,30.871965,31.202547,64.935493,13.263712,3766.3794,941592.53,9.2076478,6.5563783,5.2242669,4.7201428,18.840113,0.82440799,637.36053,159339.73,2.8785243,1.7146112,98.176274,85.922981,207.42026,37.511269,11977.503,2994368.7,45.62818,11.515364,7.5708839,7.3853955,13.010865,3.1347802,923.64789,230911.37,2.0762324,1.7528408,0.2806972,0.26825771,0.93792844,0.029104577,34.245064,8561.2426,0.15368797,0.11823278,0.80302312,0.76320201,3.9579189,0.24848734,97.968803,24492.142,0.42344203,0.25567557,0.1680871,0.16028655,0.39665067,0.015788451,20.506624,5126.6433,0.083457586,0.062810775,1.2107767,1.0693394,3.8354731,0.15030411,147.71478,36928.595,0.72716039,0.56676183,0.013840831,0.010254498,0.14439762,7.84E-17,1.6885812,422.14426,0.018150162,0.013254437,0.34189492,0.29860345,0.81634694,0.075480357,41.711178,10427.768,0.17459373,0.077181717,0.99691827,0.13663417,35.904675,4.66E-06,121.62401,30405.929,3.9607378,1.4691517,,
 rois\0023-4.roi.h502, (blue),359,8974.98,22.491645,16.613585,98.210472,3.687048,8074.5015,2018620.1,16.48988,11.417994,0.72286189,0.72217506,0.75309658,0.68792522,259.50748,64876.692,0.011279074,0.008534863,15.023154,9.3397865,130.62782,0.001259659,5393.311,1348324.7,15.077394,5.9113731,21.433454,12.084784,185.79216,0.094439439,7694.6084,1923647.6,26.365833,9.3068925,3.3331404,2.657737,25.806635,0.029905183,1196.5974,299148.6,2.8875449,1.5660708,48.602434,44.791965,118.27414,3.4388103,17448.258,4362057.5,28.844574,9.9985604,7.4928529,6.6799068,25.69973,0.57180041,2689.9343,672481.87,4.3799482,2.1408411,0.25610865,0.24449541,2.4055736,1.08E-08,91.942978,22985.694,0.18301834,0.13165663,5.4518518,3.1488249,31.145678,0.27907658,1957.2153,489302.47,5.8251191,4.3544534,0.16605102,0.15514627,0.52786362,0.003892807,59.612297,14903.042,0.082520102,0.064658351,0.84540843,0.6078161,4.451005,0.045548469,303.50156,75875.216,0.74985365,0.38203565,0.030660593,0.014583057,0.44777811,1.46E-10,11.007154,2751.7813,0.056277183,0.029475985,0.24928246,0.24364878,0.69631881,0.027160605,89.492439,22373.045,0.12390289,0.074863388,12.996422,3.8216929,181.84418,0.048770092,4665.7148,1166426,21.872131,12.420761,,
 rois\0023-4.roi.h503, (turquois),1580,39499.9,21.963786,18.894493,98.210472,2.433008,34702.793,8675673.1,12.412649,8.4305102,0.71377883,0.71601737,0.75319147,0.56483126,1127.7703,281941.91,0.020428117,0.008154431,21.667088,19.913303,91.540077,0.000378276,34234.043,8558477.6,16.40693,6.1025532,24.00569,22.787035,185.79216,0.002960085,37928.965,9482223.2,18.883333,6.8824246,4.2377526,3.8448007,25.806635,0.003828868,6695.6416,1673908,2.9514939,1.5959136,78.875504,81.452492,207.42026,0.00099597,124623.34,31155744,46.743187,10.897267,6.4556402,6.4905849,25.69973,0.000541543,10199.921,2549971.3,3.3122852,1.6504416,0.24996956,0.24047384,0.93792844,1.08E-08,394.95187,98737.724,0.14532486,0.11704067,3.8525367,1.3624725,37.868092,0.025795667,6087.0073,1521748.1,5.2908,3.3122925,0.17298788,0.16627717,0.52786362,0.000727122,273.32077,68330.037,0.08328443,0.069272165,0.95983788,0.84137577,4.6184874,0.000109499,1516.5439,379134.99,0.703678,0.42092895,0.022023062,0.013784347,0.37529504,5.94E-42,34.796436,8699.0871,0.032166037,0.021828301,0.32234448,0.32460952,0.87095028,6.31E-08,509.30429,127325.74,0.16361494,0.083192744,7.1534384,1.4888113,181.84418,9.95E-09,11302.443,2825600.9,14.33012,8.1659334,,
 rois\0024-3.roi.h500, (red),1730,1730,6.3323196,6.679213,19.701141,-1.8449187,10954.906,109548.87,3.1723368,2.2515214,0.71404752,0.7245658,0.76511091,0.63989854,1235.3007,12352.992,0.03055269,0.007229028,1.5318913,0.89553529,8.9745541,1.98E-12,2650.1726,26501.657,1.6673211,1.0295612,0.16056274,0.037665077,2.9962299,0.000835032,277.77393,2777.7288,0.29713173,0.21648888,0.2989481,0.17346042,1.6909299,0.001504459,517.18036,5171.7898,0.32120024,0.29946129,0.10439506,0.012256951,1.0537007,9.10E-08,180.60352,1806.0301,0.1590294,0.1064735,0.050664064,0.006481544,0.5155549,3.19E-08,87.648834,876.48621,0.080855081,0.057147761,0.023985874,0.00660913,0.19554982,1.34E-06,41.495564,414.95463,0.031427342,0.027007975,0.069007523,0.062983647,0.34288222,0.000135774,119.383,1193.8273,0.049096504,0.045014284,0.052596688,0.048749313,0.23783775,4.04E-05,90.992218,909.92052,0.033618085,0.031393957,0.016781384,0.013993771,0.082599461,9.91E-07,29.031805,290.31724,0.016013565,0.01459264,0.009766287,0.005973269,0.073442154,1.05E-11,16.89566,168.95636,0.010506188,0.008753693,0.010332534,0.005956818,0.092086233,2.89E-17,17.875284,178.75242,0.011930133,0.008908765,0.041270165,0.029504303,0.30147952,1.20E-14,71.397369,713.97213,0.040876144,0.031857473,,
 rois\0024-3.roi.h501, (green),1647,1647,13.081759,12.367696,90.851707,5.5039048,21545.67,215456.04,5.3161357,2.5196229,0.71532331,0.71518415,0.74006361,0.68505943,1178.1365,11781.346,0.008224582,0.007188051,22.025121,21.689383,90.169655,2.8278,36275.414,362752.85,7.4776266,5.3996215,23.787099,23.353273,94.244774,8.6082287,39177.375,391772.57,7.6171186,4.6156367,3.6915215,3.4929492,11.286201,0.000651129,6079.9375,60799.211,1.5783317,1.325152,75.318843,75.641563,117.94964,36.141659,124050.09,1240498.3,15.477,6.4094233,7.5020398,7.2832112,17.410301,1.7731497,12355.855,123558.29,2.4059684,1.5706716,0.2436841,0.2258665,4.5004678,0.00074191,401.3476,4013.4673,0.18573658,0.11555804,1.2640729,0.63792264,39.196503,0.127977,2081.9258,20819.229,3.1234151,0.61424816,0.15078872,0.14451638,0.50582433,2.97E-06,248.34901,2483.4842,0.064091758,0.056323188,1.1308752,0.79361749,8.584507,0.15881948,1862.5516,18625.469,1.0544945,0.71244871,0.013507206,0.008919385,0.73317909,1.04E-23,22.246368,222.46314,0.027898222,0.012821452,0.26565439,0.25989327,1.8311503,0.047272265,437.53323,4375.3171,0.090349562,0.064391849,1.1411996,0.11853059,116.90639,2.73E-14,1879.5573,18795.512,7.0463949,1.1457292,,
 rois\0024-3.roi.h502, (blue),25351,25350.9,20.495377,17.590517,99.98674,2.9419124,519578.78,5195770.7,11.391413,4.4475086,0.70740414,0.70758116,0.75156248,0.63294792,17933.354,179333.6,0.011699994,0.007413364,27.455853,24.161829,462.27695,0.10773211,696033.44,6960316.7,17.186018,6.8527995,30.459886,27.065392,302.53525,1.5880096,772188.25,7721867.3,17.421176,6.8753121,5.2769019,4.7086272,217.58574,0.000651129,133774.66,1337744.2,3.9064527,1.8216303,98.198498,91.668915,321.53882,1.74E-06,2489428,24894242,35.605592,8.1289037,7.9109571,7.6019907,63.79211,1.55E-10,200551.02,2005501.9,2.7741537,1.7372595,0.30789038,0.27662227,36.335419,5.89E-11,7805.3145,78053.104,0.4107597,0.15078284,3.3223511,1.0825074,63.565857,0.06742914,84225.133,842247.21,5.6167993,1.5824342,0.19625427,0.18267867,12.501139,2.97E-06,4975.2432,49752.302,0.15443766,0.074167599,1.203198,0.92613572,77.893204,0.005065819,30502.318,305022,1.2056494,0.65993865,0.027752084,0.012175662,10.423554,0,703.54114,7035.4141,0.13049245,0.027997502,0.37818403,0.35201555,24.82165,0.029812537,9587.3447,95873.205,0.29881121,0.093769362,6.0369653,0.72325313,260.37415,1.32E-25,153043.34,1530427.4,17.315002,5.5211208,,
 rois\0025-3.roi.h500, (red),251,22.5898,3.0748277,2.519995,13.193459,-0.70075989,771.7818,694.59619,2.4790009,2.3867228,0.70115063,0.72377902,0.74691361,0,175.98885,158.38824,0.12765498,0.03169812,1.2919582,1.1925282,4.8745551,0,324.28143,291.85026,1.0882512,1.0394546,1.7261655,1.6077999,5.6021819,0,433.26773,389.93665,1.1249641,1.0332771,0.3722033,0.24658874,1.9279617,0,93.423019,84.079831,0.37603615,0.34334474,2.7170753,2.7570543,6.6566372,0,681.98596,613.78078,1.0576365,0.82020402,0.99294584,0.98139721,2.7661178,0,249.22951,224.30408,0.4573612,0.40126019,0.041831992,0.041031871,0.22298017,0,10.499831,9.4497465,0.03707078,0.035093381,0.15792433,0.15167527,0.35517424,0,39.639,35.674728,0.076670723,0.073262475,0.077143145,0.074640609,0.18366829,0,19.362934,17.426451,0.038322276,0.036703038,0.16813232,0.16760556,0.37697756,0,42.201218,37.980687,0.062395827,0.05288015,0.006413467,0.004294479,0.050945256,0,1.6097797,1.4487867,0.007420556,0.006632508,0.012309461,0.008785798,0.069512025,0,3.0896738,2.7806776,0.011749165,0.01086403,0.031517049,0.027712349,0.14871034,0,7.910779,7.1196257,0.026834314,0.024684141,,
 rois\0025-3.roi.h501, (green),6643,597.864,5.6884784,5.5810394,14.15196,0.59096217,37788.52,34009.341,2.0206435,1.9290899,0.71865298,0.71857411,0.75211507,0.69157088,4774.0088,4296.5645,0.00767679,0.007483908,6.9805849,6.5885453,23.774647,0.020283826,46372.023,41734.375,3.305115,2.6853691,8.4055635,8.1841002,21.077402,0.75172579,55838.113,50253.803,2.9014931,2.2991625,0.59669749,0.51684672,3.179872,1.12E-06,3963.8684,3567.437,0.47206637,0.44852657,9.7997656,9.7015257,16.799368,4.2936649,65099.77,58589.23,1.8351048,1.517931,3.9104827,3.8623765,8.4847937,1.1875898,25977.348,23379.352,0.9093418,0.79395888,0.16451469,0.15537509,0.55491954,2.25E-06,1092.8716,983.57345,0.084789906,0.081449626,0.83525292,0.78425431,3.1352575,0.18917099,5548.5811,4993.6731,0.29791654,0.23132331,0.13186099,0.12850404,0.36543477,0.002196102,875.95319,788.34884,0.053027685,0.050952563,1.0737701,1.046784,4.4395814,0.53425008,7133.0635,6419.6806,0.25411038,0.16541645,0.008454516,0.005530158,0.07998506,4.42E-20,56.163452,50.546473,0.009006784,0.008441661,0.038678856,0.036133196,0.15950686,4.23E-10,256.94373,231.24679,0.022639476,0.021730696,0.033770494,0.025602436,0.25059476,1.22E-18,224.33705,201.90149,0.033994921,0.032178993,,
 rois\0025-3.roi.h502, (blue),13487,1213.82,5.4627687,5.3211632,15.330249,0.13320446,73676.273,66308.016,2.0447516,1.9380866,0.7190113,0.71898496,0.75211507,0.69128788,9697.3184,8727.4816,0.007529678,0.00727258,6.9868882,6.6003084,23.774647,0.020283826,94232.148,84808.038,3.2817047,2.686468,8.4165759,8.1763687,21.428324,0.61350501,113514.09,102161.83,2.8998607,2.2952485,0.60048371,0.52127415,3.6717706,2.66E-08,8098.7344,7288.7735,0.47540357,0.4501861,9.7088249,9.6130753,17.746407,3.6347668,130942.82,117847.37,1.8154356,1.4897153,3.872106,3.8081551,8.4847937,1.1136004,52223.031,47000.281,0.92435831,0.79219691,0.15346268,0.14363007,0.55491954,1.02E-06,2069.7473,1862.7561,0.08259818,0.077410482,0.67363786,0.62326682,3.1352575,0.08298628,9085.3467,8176.731,0.2938491,0.18348054,0.12728421,0.12352762,0.36543477,0.000349803,1716.6848,1544.9974,0.052528179,0.050183013,0.9837733,0.96556902,6.6512432,0.31081232,13268.109,11941.208,0.27784819,0.15801045,0.0083439,0.005587888,0.07998506,4.42E-20,112.53392,101.27968,0.008687111,0.008162543,0.036419907,0.033802044,0.15950686,4.23E-10,491.19537,442.07102,0.02200775,0.020907295,0.033263599,0.025450472,0.25059476,1.22E-18,448.62527,403.75923,0.033081673,0.031387691,,
 rois\0026-4.roi.h500, (red),129,11.6095,45.366359,45.914566,85.274849,9.4563723,5852.2598,5266.8104,20.240924,12.907545,0.69763739,0.69799197,0.72646534,0.67082959,89.995239,80.992259,0.008824998,0.007769462,14.020799,12.857345,41.827972,2.7657781,1808.683,1627.7456,6.9586538,6.0209294,42.643853,40.789455,101.66672,11.021894,5501.0581,4950.741,19.098268,13.697819,6.441503,5.7536383,15.698704,0.96340477,830.95386,747.82671,3.1615929,2.7944648,50.235934,51.925789,69.386665,18.237514,6480.4351,5832.144,9.8523531,7.2412382,4.2375097,4.1503606,9.2229328,0.31754574,546.63867,491.95396,1.7109287,1.5274007,0.2422384,0.22043796,0.8345139,0.014481413,31.248745,28.122683,0.14334279,0.13329714,0.56899862,0.56324911,1.3872889,0.089643836,73.400818,66.057932,0.25155191,0.23131812,0.2146251,0.19602399,0.5859884,0.030181307,27.68664,24.916915,0.10491203,0.089625359,0.62127732,0.55892587,2.1966949,0.21379161,80.144791,72.127231,0.31078565,0.19138649,0.20522275,0.16030513,0.75349748,1.38E-06,26.473736,23.825349,0.1827226,0.12410371,0.28858504,0.24876095,0.83051056,0.039192572,37.22747,33.503299,0.15577304,0.12894114,79.520297,84.061401,158.95296,4.5469484,10258.118,9231.9141,43.316345,27.677234,,
 rois\0026-4.roi.h501, (green),699,62.9073,9.4748155,9.3065853,16.128136,4.1430531,6622.8984,5960.3523,2.2380943,1.8282355,0.70764795,0.70738143,0.72955465,0.68687707,494.64594,445.16235,0.007550416,0.007445477,10.339066,10.034493,27.082439,2.097513,7227.0044,6504.0293,3.7713499,3.5906139,15.341437,15.130157,31.485331,5.9149504,10723.669,9650.8863,3.7947337,3.3231712,2.7825245,2.7544363,6.5767956,0.13030718,1944.9843,1750.4115,1.1198099,1.0765372,55.881795,55.802113,71.99984,39.771507,39061.371,35153.739,5.1757078,4.4033122,4.2036777,4.1440845,8.1960268,0.76276594,2938.3708,2644.4209,1.198891,1.0672568,0.15325017,0.14682758,0.51742864,2.07E-06,107.12186,96.405572,0.085984511,0.081509423,0.49376667,0.4662016,1.3056918,0.1065904,345.14313,310.61537,0.18101909,0.13470444,0.12634825,0.12242433,0.32660705,0.00273695,88.317451,79.482298,0.052836849,0.049819997,0.59749558,0.49865124,4.4462371,0.20425528,417.64963,375.86844,0.4439497,0.18640975,0.010334914,0.008051847,0.0593688,3.23E-15,7.2241068,6.501417,0.009952001,0.009345824,0.15203744,0.15041925,0.42925197,0.03849294,106.27423,95.642674,0.049493354,0.046682058,0.35716046,0.33521879,1.0270451,0.026615001,249.65512,224.68007,0.15374851,0.14164872,,
 rois\0026-4.roi.h502, (blue),159,14.3094,20.663922,19.182884,46.938694,10.716939,3285.562,2956.8814,6.7222988,3.544271,0.70189539,0.70150572,0.71886116,0.68186045,111.60133,100.43696,0.006873388,0.006542856,11.091747,10.380415,25.205345,1.7237841,1763.5878,1587.1615,4.6857995,4.0963235,18.347344,17.009708,44.882084,6.3405576,2917.2278,2625.3932,6.7876158,4.6509795,4.0514188,3.8151672,10.104287,0.6885913,644.17566,579.73335,1.6759376,1.4666564,62.50606,62.860146,77.763931,47.138187,9938.4619,8944.2366,6.1834781,5.2119126,6.3240726,6.2640185,10.767974,2.0620601,1005.5275,904.93627,1.8203375,1.3850409,0.27442305,0.25370681,0.77099586,0.005487815,43.633263,39.268267,0.15124981,0.13396573,13.454511,15.669339,27.803823,0.50278944,2139.2668,1925.2585,9.2830566,3.0027915,0.20192038,0.18915278,0.4463999,0.050864693,32.105339,28.893577,0.081998653,0.073162426,0.63636462,0.64864671,1.152262,0.36409828,101.18198,91.059903,0.13567263,0.11474072,0.021875999,0.013343417,0.11150955,7.75E-11,3.4782832,3.1303222,0.024158013,0.018123026,0.19315098,0.18261959,0.41188142,0.057402652,30.710999,27.63873,0.063193267,0.060299558,11.669753,5.0356622,68.178902,0.75292212,1855.4908,1669.8705,13.561174,6.679979,,
 rois\0026-4.roi.h503, (turquois),4088,367.904,12.650571,10.749876,85.274849,-136.02559,51715.605,46541.997,8.5053266,2.57574,0.70591293,0.70603675,0.73355532,0.67082959,2885.7708,2597.0842,0.007936142,0.007270158,10.356141,9.9711838,41.827972,0.88476193,42335.895,38100.692,3.9087227,3.4859698,16.034979,14.893213,101.66672,5.6639628,65550.961,58993.383,7.1575099,3.6707472,3.1529829,2.964561,15.698704,0.13030718,12889.387,11599.961,1.5085319,1.2199901,57.489189,57.137863,81.051903,18.237514,235015.84,211505.21,7.0164907,4.6394451,4.8997193,4.7539549,11.61512,0.31754574,20030.064,18026.279,1.5888893,1.1230425,0.18251578,0.16721712,0.8345139,6.23E-14,746.12488,671.48346,0.10887695,0.089958684,2.2926445,0.51278043,27.803823,0.089275427,9372.3369,8434.7384,4.917503,0.53800056,0.14580632,0.13790129,0.5859884,0.001709687,596.05634,536.42776,0.066661277,0.055684297,0.67280341,0.52940744,7.8693023,0.15932554,2750.4192,2475.2729,0.63752338,0.216064,0.018360881,0.009351116,0.75349748,1.85E-25,75.059258,67.550476,0.048676381,0.014647383,0.17165743,0.16424312,0.83051056,0.027503503,701.7356,631.53511,0.064846459,0.051345174,4.3260249,0.8849811,158.95296,0.006968338,17684.781,15915.633,16.399057,1.9146143,,
 rois\0027-4.roi.h500, (red),136,12.2396,13.885574,13.031298,31.0201,6.9352331,1888.4377,1699.537,3.6793544,2.7157575,0.71165864,0.71165133,0.72825116,0.69330853,96.785583,87.104084,0.007425817,0.007387784,7.3875124,7.23913,20.515772,0.8972919,1004.702,904.20106,3.2301732,3.0298875,10.075443,9.6419811,25.541544,3.3918092,1370.2605,1233.1927,4.0053928,3.0545806,1.9367109,1.7684587,6.4312711,0.15383002,263.39267,237.04542,1.1759086,1.0811658,23.905883,23.850889,30.700825,16.963064,3251.2007,2925.9815,2.918173,2.6889452,2.5598413,2.4385946,5.6619105,0.78163099,348.13849,313.31403,0.86267968,0.78461947,0.095422859,0.079962157,0.34336156,5.29E-05,12.977509,11.679365,0.070504065,0.068146638,0.62276998,0.54572225,4.1571269,0.11974548,84.696747,76.224478,0.40858028,0.2071934,0.20664494,0.19967975,0.38810155,0.062238034,28.103716,25.292489,0.065816406,0.062115437,0.31602656,0.31231645,0.55874187,0.11936836,42.979614,38.680349,0.094606733,0.087980991,0.0212654,0.016220197,0.12954572,1.88E-08,2.8920946,2.6027973,0.019267182,0.016139654,0.13623469,0.13433191,0.41334063,0.025714206,18.527914,16.674564,0.053333742,0.047072399,15.377789,11.919525,52.974739,6.3607712,2091.3792,1882.178,8.6294366,4.8449208,,
 rois\0027-4.roi.h501, (green),187,16.8294,14.112598,13.682389,25.610703,7.487565,2639.0562,2375.0701,2.8639852,1.9372295,0.7124945,0.71239674,0.72994852,0.68876618,133.2365,119.90877,0.006399426,0.006407733,9.5219064,9.1717157,18.962193,1.6919936,1780.5956,1602.4827,3.528221,3.4016041,10.677662,10.579967,23.153372,2.7991848,1996.7236,1796.9897,2.9008595,2.5638836,1.808717,1.7457061,5.3982654,0.085802473,338.23007,304.39678,0.92940607,0.87117885,23.427246,23.56809,30.53989,17.665325,4380.894,3942.6723,2.7035631,2.4605259,2.5032792,2.381429,5.0339379,0.48413336,468.11319,421.28765,0.78181401,0.73891024,0.14886588,0.14244543,0.47006664,0.006335719,27.837914,25.053281,0.080727525,0.074644117,7.9655229,7.4129391,18.700827,3.8657286,1489.5524,1340.5522,2.2639989,1.1553976,0.18502868,0.17525952,0.4051075,0.052010663,34.600357,31.139275,0.064260174,0.061770017,0.26721093,0.27172375,0.52157271,0.0849979,49.968433,44.970081,0.078089415,0.075785596,0.018444043,0.015614597,0.074919604,2.42E-10,3.4490361,3.1040275,0.015024959,0.013586924,0.099842646,0.095957451,0.2107958,0.018623749,18.670578,16.80295,0.036291113,0.034442431,10.117763,9.0930557,24.787134,6.6784024,1892.0219,1702.762,3.2703513,1.950216,,
 rois\0027-4.roi.h502, (blue),282,25.3791,36.998693,35.194908,76.557144,13.533092,10433.634,9389.9525,13.034102,5.5137397,0.70645265,0.70770675,0.7243976,0.68390805,199.21971,179.29165,0.008413423,0.0062839,12.284363,11.16843,49.030945,2.2318032,3464.1914,3117.6664,6.2256381,4.4934123,41.474418,35.47271,114.91802,5.0733876,11695.784,10525.853,28.765182,11.684736,6.5278302,6.2999883,18.447746,0.56719679,1840.8483,1656.7076,3.8223894,2.4289856,19.6001,19.874519,28.954008,4.8374462,5527.228,4974.3381,3.9831108,3.1724309,2.0451592,2.0278149,4.8818817,0.20490149,576.73492,519.04396,0.83412398,0.77118187,0.14933502,0.1274301,0.48478645,6.28E-14,42.112469,37.899954,0.10589978,0.09475191,1.8254367,1.6527181,5.1937466,0.25304678,514.77307,463.28026,0.9995995,0.45676152,0.22367501,0.20242321,0.58597672,0.073610596,63.076359,56.766809,0.095885531,0.074247964,0.34519051,0.33494169,0.66093981,0.085524738,97.343712,87.606405,0.11282935,0.097586081,0.14479447,0.09455584,0.73494351,4.31E-07,40.832039,36.747601,0.15009901,0.064074225,0.18047142,0.14671184,0.69235462,0.021657066,50.892937,45.802106,0.11815326,0.074225102,72.266335,75.342751,159.17104,6.2766781,20379.111,18340.579,45.691715,15.233228,,
