,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num,lead_no_background,potassium_no_background,adjusted_lead
100, rois\0036-4.roi.h502, (blue),680,680.006,14.736867,12.369853,93.659111,4.4679585,10021.076,100211.52,10.093021,5.2451318,1.0244198,1.024207,1.074266,0.97591519,696.60559,6966.1119,0.015393542,0.014618024,3.8872728,3.6107948,19.989967,0.004416407,2643.3457,26433.674,2.3893187,1.8071627,6.1330906,5.3653374,47.184612,0.026243912,4170.5,41705.361,4.3660804,2.6602298,1.7350351,1.5945005,9.6676588,0.044752054,1179.8234,11798.336,1.0509681,0.80244051,12.16158,11.808402,28.451088,3.1447215,8269.875,82699.424,4.1213812,2.0773637,9.6752221,9.7225647,17.101377,3.0569866,6579.1523,65792.054,2.538896,1.5197905,0.26843812,0.25847617,0.86768782,0.002586131,182.53787,1825.3943,0.11050581,0.097382953,3.0615994,1.1167549,56.266766,0.23268823,2081.8867,20819.048,5.5171801,2.0103343,0.56424836,0.5578922,1.1887575,0.16617201,383.68896,3836.9206,0.18678056,0.11810024,0.23748889,0.22874822,0.99726743,0.034345094,161.49237,1614.9378,0.09270866,0.069765062,0.016894051,0.010367374,0.39704022,4.21e-13,11.487961,114.88049,0.032153566,0.016690074,0.044467498,0.038756054,0.45473045,7.81e-10,30.237898,302.38148,0.03439625,0.024984886,5.4867373,2.0355589,92.764534,0.58300704,3730.9846,37310.122,10.567852,5.3301413,,,0036,4.048588499999999,11.908855050000001,0.3399645459619562
103, rois\0037-4.roi.h501, (green),234,233.996,15.170609,14.180225,44.012905,7.9180717,3549.9226,35498.651,5.1715027,3.6151487,0.99034981,0.9902153,1.0500895,0.95359421,231.74184,2317.3811,0.016230125,0.015414707,5.6341859,5.4069061,14.366475,0.05854696,1318.3997,13183.782,2.9149909,2.3958968,6.5778379,5.779407,33.806973,0.83209705,1539.2144,15391.892,3.8979624,2.8025274,1.3709754,1.1956644,5.8866315,0.000843558,320.80817,3208.0304,0.89854848,0.77561642,24.549104,24.766188,38.117905,7.7373848,5744.4893,57443.975,5.9761339,3.3518495,2.1152029,2.0232463,5.3080592,0.072532773,494.95746,4949.4948,0.85374563,0.74953314,0.093592286,0.086045668,0.22840546,6.07e-09,21.900595,219.00241,0.054205215,0.049134839,3.2094933,2.0892637,31.686949,0.49465498,751.02124,7510.0928,3.4163776,1.7239412,0.24683626,0.23871781,0.48709485,0.085406773,57.759697,577.58752,0.077869996,0.067566519,0.33313552,0.31138057,1.694441,0.11958043,77.953712,779.52452,0.14689031,0.10765804,0.015061669,0.012631252,0.066000134,1.75e-23,3.52443,35.243736,0.012533541,0.011775914,0.10566653,0.10083032,0.29758102,0.009524141,24.725967,247.25568,0.049387407,0.041452799,5.8228847,3.3081136,40.960674,1.3325329,1362.5548,13625.33,6.3730302,4.6210802,,,0037,5.4203692100000005,24.34855137,0.22261567547211333
104, rois\0037-4.roi.h502, (blue),421,420.993,40.837147,37.609737,90.967361,13.724547,17192.441,171921.61,15.84024,11.263117,0.98836404,0.98874456,1.042328,0.93577981,416.10114,4160.9454,0.016713843,0.014915052,8.7674377,5.7006292,87.153931,0.13511631,3691.0903,36910.316,11.587846,7.7086633,17.539935,13.995895,66.798927,1.146879,7384.3145,73841.931,12.516228,10.146402,4.4634796,3.6238999,26.153524,0.30657113,1879.1252,18790.945,3.3058487,2.2985351,16.316438,16.119734,36.284523,2.7432466,6869.2173,68691.093,6.3177691,4.429442,2.5233944,2.3418875,14.851599,0.045969132,1062.3495,10623.319,1.3564248,1.0405699,0.37302911,0.1986057,7.4135303,5.66e-11,157.0452,1570.4272,0.74783734,0.37809864,6.3824664,5.7104883,22.417946,0.71300018,2687.0166,26869.749,3.7384951,2.5288113,0.28657853,0.26735511,0.78978461,0.054036431,120.64953,1206.4761,0.1131956,0.098026348,0.39356624,0.33437485,3.3154781,0.088344403,165.69128,1656.8871,0.30082548,0.18309817,0.15447798,0.064237297,2.6512558,4.27e-08,65.035233,650.34178,0.27949476,0.15234567,0.20833993,0.12628859,3.8840046,0.013777105,87.711128,877.09694,0.35962983,0.18910655,48.484829,41.051094,181.80692,3.0768161,20412.104,204117.83,34.035736,24.905887,,,0037,48.08231351,16.11588537,2.9835353383380387
107, rois\0038-4.roi.h501, (green),350,349.998,15.527926,15.039551,56.085827,6.4089537,5434.7744,54347.368,4.6807888,3.3803815,0.95583693,0.95523721,0.99752474,0.91810733,334.54291,3345.4062,0.015366647,0.013285144,3.5822092,3.4186118,10.912673,0.022090496,1253.7732,12537.646,1.985308,1.7190292,6.5885878,6.3180413,16.328903,0.22840524,2306.0056,23059.899,3.1291896,2.0573492,1.5930618,1.4582078,4.5897913,0.077278078,557.57196,5575.678,0.79868994,0.70367753,36.556629,39.198139,61.613537,10.932553,12794.82,127947.32,11.994715,3.7307186,5.742701,5.6299667,11.149533,2.3670847,2009.9459,20099.315,1.3764398,1.1187811,0.31838948,0.31715953,0.67927223,0.021160124,111.43634,1114.3555,0.11993273,0.10965928,1.6263258,1.4899745,7.2873526,0.37312555,569.21417,5692.1009,0.81568997,0.41494995,0.31603609,0.31289381,0.56065315,0.14043967,110.61266,1106.1187,0.081714046,0.072208117,1.6596456,1.1724595,8.4000902,0.27728078,580.87592,5808.7195,1.3345501,1.0088453,0.015601144,0.012794585,0.095503941,3.71e-14,5.4604006,54.603628,0.013055441,0.011500853,0.24035213,0.2366308,0.39987174,0.10606404,84.12323,841.22667,0.063006726,0.055112228,1.9018807,1.2178953,63.851913,0.10022917,665.6582,6656.5366,4.5802017,1.521382,,,0038,1.8376067919999999,36.3875999,0.05050090682128227
108, rois\0038-4.roi.h502, (blue),467,466.997,16.993716,14.243102,90.666344,6.6639185,7936.063,79360.102,9.971393,5.0991813,0.95193144,0.95099819,0.99368238,0.87987989,444.55209,4445.489,0.014974263,0.014152185,3.3392207,3.0780046,22.606745,0.026215678,1559.4156,15594.053,2.0791197,1.790542,4.9771322,4.5580368,24.351133,0.64427853,2324.321,23243.046,2.5282891,1.809667,1.4666418,1.3503908,7.3584857,0.038442869,684.92163,6849.1697,0.86674937,0.72021005,34.237478,33.530205,57.421459,15.347959,15988.901,159887.91,8.9002234,3.7831684,4.3421101,4.3187094,7.7316909,0.54747456,2027.7659,20277.514,1.1224162,0.98664256,0.27828026,0.26231194,0.83416599,0.00230176,129.95691,1299.5598,0.1198118,0.10941485,2.551031,1.4166417,22.62261,0.47621235,1191.3318,11913.232,3.4306383,1.281497,0.33204823,0.32515663,0.65645772,0.12907481,155.0665,1550.6545,0.090508306,0.085081428,1.5228729,1.0630722,11.202291,0.44199044,711.18164,7111.7671,1.3441041,0.81668893,0.020972306,0.014215291,0.6113885,1.63e-18,9.7940674,97.939991,0.040479915,0.020152619,0.2559136,0.2526347,0.59654331,0.10422311,119.51161,1195.1082,0.069909627,0.060420869,4.3592055,0.88715744,94.476463,0.20412423,2035.7482,20357.348,12.302644,4.2988218,,,0038,4.294931592,34.0684489,0.12606771751208198
111, rois\0039-3.roi.h501, (green),101,9.08945,44.596375,45.622486,73.402283,19.585491,4504.2329,4053.5665,10.340758,6.4130778,0.97037695,0.97117901,1.0,0.93478262,98.008087,88.201954,0.015331256,0.014192471,10.361272,8.9260235,55.873291,2.6742306,1046.4886,941.78294,7.3795512,5.4199163,38.588958,37.029007,92.640816,8.2689753,3897.4846,3507.5251,19.834511,12.203751,5.9321419,5.2704039,14.360812,0.95586038,599.14636,539.19923,2.8175457,2.013814,6.4951821,6.4696097,10.376672,2.4808619,656.01331,590.3765,1.6009183,1.4126545,6.0431544,6.0940895,9.4046888,2.3445876,610.35858,549.28966,1.3151052,1.1913334,0.3314973,0.24375629,1.3282951,0.00016901,33.481232,30.13129,0.24428514,0.15998089,8.6959983,8.4760742,12.547062,4.747673,878.29584,790.41865,1.5724185,1.2413768,0.50230466,0.48574236,0.76103806,0.25043949,50.732773,45.656745,0.10976381,0.10516192,0.20593031,0.19796677,0.46018893,0.076032348,20.798958,18.717938,0.07822254,0.062821402,0.15354566,0.12194361,0.60450155,0.000129996,15.50811,13.95646,0.12574624,0.07140138,0.17765749,0.16486014,0.46275404,0.020830298,17.943407,16.148094,0.081918101,0.069525262,74.533892,76.434258,127.8287,16.068132,7527.9209,6774.7229,30.585583,16.103894,,,0039,58.92900999999999,-0.2378555999999996,0.0
112, rois\0039-3.roi.h502, (blue),1379,124.103,21.89548,18.689287,73.402283,9.2540264,30193.887,27172.847,9.8852673,3.7970342,0.97820335,0.97779924,1.0255474,0.92491835,1348.942,1213.9752,0.015006961,0.014329578,6.3548424,5.8856592,55.873291,0.08237204,8763.3252,7886.5207,3.625893,2.6360616,11.75218,8.4118404,92.640816,1.4028004,16206.256,14584.754,11.132134,3.9398906,2.1099114,1.6260278,14.360812,0.00467928,2909.5667,2618.4536,1.7976116,0.97120064,6.0928907,6.0717745,11.0479,1.9904699,8402.0947,7561.4321,1.4384322,1.115152,5.9992961,5.980845,10.432486,2.3445876,8273.0273,7445.2787,1.1865746,0.9314402,0.28766957,0.26875222,1.3282951,0.00016901,396.69672,357.00525,0.13797254,0.1113777,7.8296901,7.387804,17.707678,3.1078866,10797.143,9716.8442,2.4985821,1.0567884,0.44482711,0.43831024,0.8749904,0.1618617,613.41644,552.04174,0.10381056,0.094482577,0.14251981,0.13493127,0.46018893,0.019789364,196.53493,176.87071,0.060179318,0.048286662,0.041784415,0.027049769,0.60450155,1.03e-09,57.620697,51.85552,0.055272436,0.025207395,0.11670069,0.1111497,0.46275404,0.020083332,160.93028,144.82852,0.051382189,0.04114782,23.140023,14.949641,127.8287,5.554667,31910.096,28717.356,21.622935,7.1742364,,,0039,7.535140999999999,-0.6401469999999998,0.0
114, rois\0040-4.roi.h501, (green),191,17.19,24.701388,23.344534,62.249825,9.6049843,4717.9658,4246.1734,9.5706248,5.3209566,0.94640304,0.94542974,0.99157304,0.89648438,180.76299,162.68687,0.014791261,0.013502086,5.9564869,5.9747787,13.458115,0.9888069,1137.6888,1023.9213,2.4256119,2.3600655,14.593582,13.931197,29.471889,5.5891461,2787.3745,2508.6396,4.6476723,3.3116933,2.3386675,2.1827886,5.3291116,0.50897312,446.68549,402.01741,1.0419391,0.96071782,42.722602,42.620998,57.819504,32.822533,8160.0181,7344.0236,5.2562366,4.0669448,7.4856624,7.0790873,14.030451,3.0064332,1429.7614,1286.7868,2.1672932,1.368173,0.31134089,0.29350045,0.74938917,0.048592478,59.466125,53.519559,0.12994085,0.11572937,13.734709,15.139845,38.491657,0.73040479,2623.3291,2360.9992,8.7788909,3.1166983,0.29691299,0.29526553,0.51101893,0.12042277,56.710396,51.039401,0.083552745,0.076107695,0.6281007,0.61830288,1.2926573,0.35040051,119.96724,107.97063,0.13941448,0.11731348,0.025713358,0.018003196,0.16056424,1.63e-11,4.9112511,4.4201313,0.026682247,0.019506852,0.16150897,0.1561791,0.40052232,0.029421585,30.848209,27.763424,0.058097541,0.050935347,10.878021,7.034946,58.541691,0.53235632,2077.7029,1869.934,10.371884,6.0135119,,,0040,10.27551218,-2.125703999999999,0.0
115, rois\0040-4.roi.h502, (blue),344,30.96,25.022871,22.266626,64.418137,9.2511654,8607.8662,7747.0897,10.76795,4.9349676,0.94917231,0.95059288,0.99175066,0.89338237,326.51532,293.86408,0.015479834,0.014127507,5.7443462,5.4794521,20.438885,0.55389929,1976.056,1778.4516,2.8965601,2.4608587,14.579241,13.152909,42.250011,4.8811183,5015.2578,4513.7381,6.2110028,3.6698766,2.4531158,2.291441,8.2819996,0.14133775,843.87164,759.48553,1.2883066,0.96380946,37.234891,36.728848,48.416435,24.528111,12808.809,11527.935,4.2811941,3.5220813,7.4702951,7.44559,13.026987,3.5201313,2569.7815,2312.806,1.4577362,1.235132,0.31101763,0.2915701,0.83402354,0.003576187,106.99008,96.291167,0.14521643,0.12710284,8.3584967,7.1144633,30.491371,0.82912707,2875.3228,2587.7935,5.8352751,2.5430528,0.30556269,0.29645377,0.58210665,0.067110106,105.11362,94.602318,0.09355353,0.08486303,1.403564,0.81049079,13.144136,0.42316529,482.82614,434.54391,2.0054698,0.55142081,0.029901647,0.018930929,0.19848628,2.81e-14,10.286167,9.2575605,0.034370463,0.020859631,0.16841959,0.16549022,0.39253059,0.023972008,57.936344,52.142763,0.055948139,0.050730487,15.171815,6.4227777,78.99231,0.93776399,5219.105,4697.1993,17.238707,6.6432502,,,0040,14.56930618,-7.613415000000003,0.0
118, rois\0041-4.roi.h501, (green),708,63.7199,12.490417,10.382372,43.648045,2.3224413,8843.2158,7958.878,7.0986781,3.4868093,0.97143999,0.97105509,1.0224609,0.92916667,687.78009,619.00032,0.015594277,0.015151912,1.212777,1.0846872,5.2200146,0.006481123,858.6463,772.77993,0.97366141,0.92691328,1.4562729,1.2655758,6.7398605,0.009048488,1031.0416,927.93522,1.0519121,0.87061315,0.75800004,0.63871682,3.0284564,0.000864022,536.66382,482.99665,0.53945718,0.47922892,5.1142648,5.0595222,9.1464987,1.667945,3620.8997,3258.803,1.1879922,1.0249842,3.8047149,3.7520461,7.2465501,1.6341815,2693.7363,2424.3594,0.81796836,0.721994,0.16961746,0.15887859,0.46819508,0.000715324,120.08922,108.08003,0.080054788,0.076207877,1.3288731,1.2077726,5.1815033,0.49464953,940.8418,846.75625,0.55670005,0.32276618,0.31019755,0.30548361,0.61211729,0.059343569,219.61978,197.65748,0.084704453,0.076007563,0.12664187,0.12100627,0.32568029,0.01344122,89.662407,80.696039,0.04754307,0.043884502,0.021660519,0.014180049,0.15226781,7.64e-10,15.335651,13.802055,0.024063755,0.014343212,0.032661146,0.028580206,0.13338225,9.61e-10,23.124084,20.81164,0.02275427,0.018825559,10.571153,3.4050162,76.518082,0.88239127,7484.377,6735.9254,14.39193,4.9456191,,,0041,9.2506882,1.5747567,5.874360274193468
119, rois\0041-4.roi.h502, (blue),165,14.85,38.40373,37.158501,74.297676,13.407331,6336.6138,5702.943,12.961174,6.2852557,0.96437315,0.96368992,1.005071,0.92234039,159.12157,143.20914,0.015275919,0.013335553,1.8739965,1.3583289,11.002311,0.026335035,309.20944,278.28795,1.909944,1.5797399,3.3881843,2.8084314,14.218134,0.032899257,559.05048,503.14442,2.7662562,1.7135685,1.5130298,1.2296189,5.5587296,0.000400796,249.64992,224.6845,1.1632097,0.86599199,3.0264889,3.0209658,5.4020972,0.5041936,499.37067,449.43275,0.9945588,0.90761643,2.5127685,2.5130565,5.2608943,0.89658326,414.60678,373.14541,0.73400677,0.68137094,0.16509114,0.14250627,0.43021932,0.001474139,27.240034,24.515988,0.092039499,0.083789152,1.0107247,0.91873789,3.7251709,0.24699889,166.76961,150.09234,0.53823152,0.28937431,0.28061098,0.27597854,0.64559281,0.10432175,46.300819,41.670651,0.096706158,0.086857613,0.1671227,0.15368661,0.52340633,0.000609417,27.575253,24.817674,0.082007831,0.060841679,0.11538827,0.067399934,0.60138035,2.72e-09,19.039066,17.135125,0.11514718,0.059034739,0.092112005,0.065470956,0.59175599,2.16e-06,15.198484,13.678607,0.09140068,0.051022252,60.962747,72.22654,132.88556,2.3159487,10058.854,9052.9506,41.916859,16.557148,,,0041,59.6422822,-0.5130192,0.0
122, rois\0043-3.roi.h501, (green),173,15.57,22.490591,21.902073,42.654598,7.7902021,3890.8721,3501.7785,7.6069218,4.5043656,0.92216622,0.92132872,0.95811516,0.89296329,159.53473,143.58101,0.013726029,0.013533143,4.6829588,4.6087794,10.661767,0.16969816,810.15198,729.13534,2.2564416,2.1613463,8.9588463,8.8872013,19.402622,2.7237556,1549.8807,1394.8898,2.8569871,2.6684607,1.8430205,1.7815226,4.4094787,0.10195268,318.84259,286.95776,0.82613511,0.77915538,38.895995,38.715424,52.800552,27.572332,6729.0073,6056.0952,5.2474254,3.6744265,7.7799079,7.5464478,12.979401,5.0240417,1345.9244,1211.3294,1.3869702,1.2837373,0.41594517,0.39537531,0.92708737,0.14636257,71.958542,64.762542,0.14002853,0.13163939,1.72304,1.6827434,2.9469769,0.82234985,298.08588,268.27683,0.41234516,0.28703447,0.32879468,0.32239756,0.6352635,0.1321508,56.881481,51.193236,0.091719303,0.086308283,3.1959892,1.8774608,13.072804,0.55593127,552.90613,497.6146,2.8471329,1.2639901,0.027262397,0.020331573,0.13007931,4.07e-10,4.7163939,4.2447473,0.027468038,0.021826097,0.30764934,0.30521649,0.54440045,0.13004133,53.223339,47.900913,0.073037993,0.063193856,14.93564,7.2684288,52.442131,1.2641821,2583.8652,2325.4748,14.640978,6.7972368,,,0043,13.759721299999999,14.556489,0.9452637445746704
123, rois\0043-3.roi.h502, (blue),3711,333.989,12.984353,12.079573,58.164127,3.9457142,48184.832,43366.356,5.1122918,2.4380528,0.93321367,0.93257356,1.0019569,0.85245901,3463.1582,3116.8343,0.016952798,0.014059916,3.0893745,2.7973778,11.961513,0.008067497,11464.679,10318.182,2.0011675,1.6354632,5.2586432,4.7455525,19.402622,0.040374503,19514.838,17563.308,2.9867565,1.7228858,1.3512289,1.2438416,5.1179075,0.001113877,5014.4077,4512.9607,0.76417306,0.65993667,26.683747,24.87435,55.587673,6.5890279,99023.281,89120.874,11.05891,2.8269766,6.4578319,6.4488692,14.997211,1.1671522,23964.975,21568.471,1.7524007,1.0849961,0.33701259,0.32413143,1.0365876,0.023568872,1250.6555,1125.5862,0.13361336,0.11378314,1.7704704,1.324358,10.294678,0.095023826,6570.207,5913.1825,1.3498871,0.39249894,0.28777489,0.28233388,0.73642933,0.04790695,1067.9327,961.13748,0.087343132,0.073826431,1.261247,0.78037167,13.072804,0.1555821,4680.4839,4212.4308,1.4364699,0.45558907,0.015499887,0.012326665,0.21893191,6.81e-17,57.52005,51.767972,0.015757799,0.011965356,0.21159736,0.20639718,0.63576227,0.00727737,785.2381,706.71265,0.078376627,0.051127651,2.9670727,1.3050168,82.478218,0.14465098,11010.787,9909.7069,6.8907429,1.2997836,,,0043,1.7911540000000001,2.3442410000000002,0.7640656400088557
125, rois\0044-5.roi.h501, (green),207,5175.0,18.388705,12.916308,89.209953,3.759712,3806.4622,951616.36,15.03358,9.0499222,0.88583638,0.88613862,0.93349552,0.84799314,183.36815,45842.076,0.015907394,0.015087724,3.9191286,3.5034091,40.843002,0.043213245,811.25964,202815.1,3.6267859,2.1829417,6.4897471,5.6965594,37.84227,0.50809032,1343.3781,335844.73,4.8040694,3.3560558,1.5723675,1.2471415,14.356531,0.042100091,325.4801,81370.093,1.4187987,0.84418191,23.836916,22.878386,55.023365,7.5955744,4934.2412,1233561.6,7.8353155,5.6318723,6.3702048,6.1246791,15.90673,1.540041,1318.6326,329658.41,2.5642184,1.8292704,0.29416226,0.21996389,12.739941,0.00050667,60.891586,15222.911,0.87843889,0.23792387,7.7982358,2.6456952,89.66732,0.10705335,1614.2354,403559.08,11.436887,6.7119834,0.27311485,0.25581947,0.68648398,0.08013843,56.534782,14133.707,0.10895821,0.095219786,0.3431368,0.3044315,2.0263674,0.10383905,71.029335,17757.346,0.22075634,0.1493815,0.024975989,0.013675481,0.308606,8.09e-11,5.1700306,1292.5086,0.04020162,0.025052875,0.17562129,0.16214603,1.9007521,0.026545456,36.353607,9088.4104,0.13560748,0.073020112,6.9185049,1.5894063,98.019737,0.078168541,1432.1302,358032.97,13.241208,7.6002491,,,0044,6.8756768180000005,23.69615295,0.2901600454937982
126, rois\0044-5.roi.h502, (blue),1400,35000.0,13.747701,9.9274931,96.836296,0.45921206,19246.773,4811699.5,12.320339,5.6194561,0.88219961,0.88275278,0.93765384,0.74914092,1235.0806,308770.14,0.018433576,0.016107715,3.7680407,3.3640344,25.693846,0.00986373,5275.2568,1318815.4,2.6476445,1.8957063,4.5016306,3.8060732,38.078735,0.019096758,6302.2788,1575572.1,3.1760287,1.9273921,1.2289079,1.0429146,16.381413,0.000181292,1720.4705,430118.15,1.1095551,0.69930726,23.924467,24.062346,58.464695,0.15842395,33494.258,8373570.9,10.826197,4.3473571,4.1039651,3.7480686,12.345013,0.11531156,5745.5522,1436389.1,2.022159,1.2650294,0.23650079,0.15981989,36.067703,3.82e-05,331.1011,82775.35,1.0823215,0.21022662,3.4213501,0.78881091,70.923889,0.019453505,4789.8882,1197473.6,7.4202737,2.8804339,0.26591815,0.24720806,0.97345537,2.78e-06,372.28558,93071.436,0.11320096,0.082295597,0.59382316,0.5317651,4.9967499,0.006494843,831.35223,207838.29,0.47030202,0.2524577,0.018220922,0.011409109,0.55372488,9.23e-15,25.509293,6377.3284,0.034872642,0.017999334,0.1878521,0.1848328,1.8227801,0.003935236,262.99286,65748.295,0.10447484,0.059234329,3.4672869,0.39817178,111.97491,1.16e-08,4854.2031,1213551.5,8.8652638,3.7768,,,0044,3.4244588179999997,23.78370395,0.14398341087658886
128, rois\0044-5.roi.h504, (magenta),1591,39775.0,13.618511,10.002065,96.836296,0.3118813,21667.035,5416768.2,12.310183,5.7325078,0.88310664,0.88347965,0.93765384,0.74914092,1405.0227,351256.01,0.018334384,0.016006831,3.6538116,3.232919,40.843002,0.00793193,5813.2168,1453305.0,2.7918028,1.8909345,4.5702056,3.8765709,38.078735,0.013305398,7271.1899,1817801.1,3.4131608,2.0343214,1.2293571,1.0334036,16.381413,0.000181292,1955.9064,488977.27,1.1357068,0.70150061,23.464879,23.804615,58.464695,6.54e-05,37332.613,9333164.8,11.077873,4.3866106,4.2482128,3.8268147,14.444294,0.002216215,6758.9102,1689728.3,2.2024424,1.3290469,0.2386394,0.16097413,36.067703,3.82e-05,379.67545,94918.915,1.0636955,0.21074527,3.5962382,0.78348744,89.66732,0.019453505,5721.6123,1430405.2,7.7699614,3.0721536,0.25989422,0.24358235,0.97345537,2.78e-06,413.49161,103373.03,0.11486068,0.083286614,0.55490553,0.49045512,4.9967499,0.001529679,882.85449,220713.89,0.46224234,0.23712431,0.018486722,0.011308348,0.55372488,9.23e-15,29.412369,7353.101,0.034858089,0.018112887,0.18285444,0.17905448,1.9007521,9.02e-06,290.92151,72730.425,0.11150212,0.059545861,3.4978223,0.42933813,111.97491,1.16e-08,5565.0352,1391260.2,8.8869423,3.8716275,,,0044,3.454994218,23.32411595,0.14812969655126415
130, rois\0045-4.roi.h501, (green),37,924.998,69.301494,77.753639,99.135246,7.0491195,2564.1553,641037.59,27.160734,22.580391,0.86600483,0.8713693,0.9242298,0.81292516,32.042175,8010.5293,0.027421795,0.025910856,18.465961,7.9399986,190.25432,0.063267887,683.24048,170809.82,34.432002,23.300534,21.858168,15.545447,79.417801,1.5630374,808.75232,202187.67,19.786183,16.868334,6.6910125,3.3837144,49.669609,0.23244429,247.56749,61891.747,9.7995919,7.7276544,40.088614,26.131403,137.29428,9.94e-11,1483.2788,370818.97,34.875801,22.443525,12.223252,10.198019,30.587881,0.18632962,452.26031,113064.86,9.6643636,6.9152866,0.85369168,0.58988458,5.1090612,0.018959129,31.586588,7896.6329,1.0959101,0.88815851,5.7694044,3.9450305,21.588207,0.39583671,213.46796,53366.889,4.6461375,3.7455304,0.25752334,0.24644329,0.70236236,0.024082595,9.5283642,2382.0863,0.16535825,0.15012137,0.592831,0.48361468,2.3895283,0.018550662,21.934744,5483.6763,0.48917483,0.41379392,0.29012484,0.16504574,1.9405077,0.005450428,10.734622,2683.6497,0.34409491,0.28757974,0.37088446,0.1684363,2.0183604,0.005504164,13.722725,3430.6747,0.51286593,0.38596674,69.656094,61.579121,174.75334,6.9807277,2577.2751,644317.64,42.539238,34.476535,,,0045,69.584212016,39.95224563,1.741684626702171
131, rois\0045-4.roi.h502, (blue),397,9924.98,36.435615,32.101589,99.388069,7.5295506,14464.941,3616227.7,19.583474,16.412317,0.88880661,0.88832915,0.93990386,0.82032526,352.85623,88213.882,0.019462393,0.017761413,5.8568556,4.7679272,87.913376,0.018139808,2325.1692,581291.77,6.0991499,3.9174382,13.005543,9.8185043,65.506325,0.67520291,5163.2017,1290797.6,10.181057,8.3724031,3.5866969,2.8465633,47.541252,0.097091153,1423.9185,355978.97,4.3637505,2.6017923,35.680298,30.740597,107.87074,2.5491645,14165.084,3541262.6,22.2491,13.799944,9.7369441,9.6053381,21.366978,0.18312079,3865.5667,966389.8,4.0450599,3.1510627,0.41262746,0.29917136,21.487581,0.000110721,163.81317,40953.194,1.1085777,0.37537136,4.0187914,2.6436629,26.436232,0.17554882,1595.4607,398864.26,4.3097283,2.7631323,0.2222867,0.19517457,1.6555411,0.037146587,88.24781,22061.912,0.14468751,0.10774641,0.44171312,0.39079615,4.8465018,0.013222026,175.36008,43839.941,0.39370433,0.22672784,0.08388684,0.039421882,1.5358818,1.36e-10,33.303082,8325.7524,0.13258601,0.091650717,0.12888132,0.069325402,4.3254952,5.09e-06,51.165901,12791.446,0.32845114,0.14770935,33.007663,25.988564,132.00954,1.6835692,13104.038,3276004.1,25.081016,21.802782,,,0045,32.935781016,35.54392963,0.9266218270981874
