,roi_name,roi_colour,  no_roi_pixels,  roi_size[um^2], Dead_Time-mean[%], Dead_Time-median,  Dead_Time-max,  Dead_Time-min,  Dead_Time-total,  Dead_Time-total_content,  Dead_Time-stddev, Dead_Time-stddev_radius2,  abs_ic-mean[], abs_ic-median,  abs_ic-max,  abs_ic-min,  abs_ic-total,  abs_ic-total_content,  abs_ic-stddev, abs_ic-stddev_radius2,  P-mean[ug/cm2], P-median,  P-max,  P-min,  P-total,  P-total_content,  P-stddev, P-stddev_radius2,  S-mean[ug/cm2], S-median,  S-max,  S-min,  S-total,  S-total_content,  S-stddev, S-stddev_radius2,  Cl-mean[ug/cm2], Cl-median,  Cl-max,  Cl-min,  Cl-total,  Cl-total_content,  Cl-stddev, Cl-stddev_radius2,K-mean[ug/cm2], K-median,  K-max,  K-min,  K-total,  K-total_content,  K-stddev, K-stddev_radius2,  Ca-mean[ug/cm2], Ca-median,  Ca-max,  Ca-min,  Ca-total,  Ca-total_content,  Ca-stddev, Ca-stddev_radius2,  Mn-mean[ug/cm2], Mn-median,  Mn-max,  Mn-min,  Mn-total,  Mn-total_content,  Mn-stddev, Mn-stddev_radius2,  Fe-mean[ug/cm2], Fe-median,  Fe-max,  Fe-min,  Fe-total,  Fe-total_content,  Fe-stddev, Fe-stddev_radius2,  Cu-mean[ug/cm2], Cu-median,  Cu-max,  Cu-min,  Cu-total,  Cu-total_content,  Cu-stddev, Cu-stddev_radius2,  Zn-mean[ug/cm2], Zn-median,  Zn-max,  Zn-min,  Zn-total,  Zn-total_content,  Zn-stddev, Zn-stddev_radius2,  Se-mean[ug/cm2], Se-median,  Se-max,  Se-min,  Se-total,  Se-total_content,  Se-stddev, Se-stddev_radius2,  Br-mean[ug/cm2], Br-median,  Br-max,  Br-min,  Br-total,  Br-total_content,  Br-stddev, Br-stddev_radius2,Pb_L-mean[ug/cm2], Pb_L-median,  Pb_L-max,  Pb_L-min,  Pb_L-total,  Pb_L-total_content,  Pb_L-stddev, Pb_L-stddev_radius2,Unnamed: 116,Unnamed: 117,sample_num
162, rois\0055-3.roi.h500, (red),1099,1098.99,37.044136,35.963524,86.719574,26.557653,40711.523,407112.07,5.4894208,3.2800702,0.85372166,0.8530184,0.91005725,0.80861247,938.23944,9382.3323,0.015329984,0.012362835,29.987224,28.313869,87.769234,9.9881344,32955.961,329557.18,9.5462622,7.1003969,34.526968,33.651962,76.49929,14.847729,37945.164,379448.59,8.3999428,6.3094246,10.868312,10.542365,78.662033,2.7694123,11944.271,119441.87,3.616692,2.6490753,239.68163,239.36264,339.0538,45.180344,263409.91,2634081.8,29.856737,18.89354,16.232564,13.20381,49.929134,0.060756281,17839.611,178394.57,8.509499,3.310572,0.81411166,0.76881313,2.3063555,0.002327123,894.70868,8947.0215,0.32385204,0.23128469,5.324625,3.2134659,44.69796,1.1603142,5851.7632,58517.2,5.1250883,1.6752615,0.77060076,0.76151699,1.3396716,0.3368023,846.88959,8468.8403,0.15863993,0.14809186,3.3063452,2.9472072,12.513805,1.6939052,3633.6719,36336.468,1.2310925,0.97475327,0.037128892,0.031174913,0.78544223,1.0300000000000001e-21,40.804668,408.04353,0.037886338,0.027354124,0.79465712,0.78700471,2.1060538,0.32334805,873.32751,8733.2177,0.15587121,0.13067258,4.7653943,1.7098833,69.670815,0.066666931,5237.1675,52371.299,8.5606674,4.1728388,,,0055
165, rois\0056-4.roi.h500, (red),5132,5131.99,4.4316886,4.7818422,19.439871,-1.7542124,22743.428,227433.78,2.9995558,2.9370827,0.95824233,0.95805526,1.0254022,0.87903225,4917.6987,49176.894,0.014270746,0.013582729,0.31431665,0.069562934,3.3848269,0.00245792,1613.0719,16130.697,0.46189502,0.42240207,0.23535159,0.078681305,2.3308935,0.000789365,1207.826,12078.218,0.30483492,0.28584743,0.28996845,0.2195918,1.8336737,1.4e-09,1488.1172,14881.15,0.25620237,0.24295362,0.13892216,0.10358316,1.039067,3.55e-12,712.94763,7129.4705,0.14236421,0.13469074,0.017534294,0.004505278,0.27445659,2.54e-08,89.985817,899.85809,0.033906376,0.02806872,0.020055038,0.006626153,0.18182254,1.02e-09,102.92234,1029.2224,0.023862779,0.022429508,0.08262151,0.077680871,0.29919726,4.12e-05,424.01306,4240.127,0.047748683,0.045856328,0.071380829,0.067658342,0.39561486,5.41e-05,366.32611,3663.2565,0.03436568,0.033072317,0.033463983,0.03115152,0.147331,9.45e-06,171.73708,1717.368,0.020963715,0.020121767,0.008189885,0.006256173,0.046662554,3.24e-11,42.03054,420.30401,0.007020099,0.006692839,0.009787497,0.007484774,0.0566006,3.67e-13,50.229462,502.29331,0.009015901,0.008534509,0.041045323,0.037762865,0.17938079,5.84e-10,210.64426,2106.4416,0.028676038,0.02758762,,,0056
169, rois\0057-2.roi.h500, (red),1100,1099.99,3.4194943,3.8415611,15.408259,-1.2084603,3761.4465,37614.057,2.8487605,2.8034114,0.95465078,0.95426011,0.99807507,0.90646768,1050.1158,10501.052,0.014524489,0.013812283,0.34180777,0.080756441,2.6057415,0.002615847,375.98904,3759.8475,0.47700064,0.44205467,0.26533314,0.10756385,1.5859407,0.001022513,291.86679,2918.6351,0.31651181,0.29998353,0.35272704,0.26500881,1.8697623,3.14e-06,387.99966,3879.9583,0.30029739,0.28423981,0.15299377,0.12054574,0.86238545,1.36e-10,168.29317,1682.9145,0.1475612,0.13880065,0.018716932,0.004479564,0.45780039,1.94e-08,20.588621,205.88417,0.038370032,0.029640868,0.019283733,0.00583519,0.19442278,1.98e-08,21.21209,212.11893,0.023847529,0.022103131,0.084568837,0.079819106,0.31832391,0.000276798,93.025719,930.24781,0.050338987,0.048354254,0.071287889,0.068512969,0.24589692,0.000230713,78.416679,784.15886,0.03549049,0.034226546,0.03435546,0.032042749,0.12362242,3.5e-05,37.791,377.90625,0.021964058,0.021145627,0.008566892,0.006446853,0.038650434,1.36e-08,9.4235802,94.234857,0.007333628,0.006983133,0.010472605,0.008202865,0.058434602,4.59e-11,11.519853,115.1975,0.009548579,0.009055093,0.22295623,0.07941097,1.7178721,2.15e-11,245.25188,2452.4937,0.31074651,0.092425673,,,0057
171, rois\0058-2.roi.h500, (red),349,348.998,8.3267662,7.9208555,32.644089,2.0423949,2906.0417,29060.226,4.0338258,3.0972024,0.94752035,0.94802701,0.98350692,0.90936553,330.68457,3306.8246,0.012901718,0.012341965,0.5725899,0.17997743,7.2366581,0.004564647,199.83388,1998.3258,0.84528095,0.59775043,0.89765375,0.25127244,22.600687,0.002160142,313.28116,3132.7913,2.3629493,0.91792355,0.52424594,0.41264182,3.9688256,1.34e-06,182.96185,1829.6065,0.51442852,0.39299768,0.33987143,0.20848103,2.5217624,1.49e-10,118.61512,1186.1436,0.39032796,0.23476896,0.23181542,0.087662235,2.7763479,1.28e-06,80.903625,809.03058,0.40247647,0.15190147,0.03524775,0.014891011,0.36500534,1.71e-08,12.301468,123.01385,0.051531507,0.031957265,1.3922021,0.20937429,17.926453,0.027268613,485.87851,4858.754,3.1832423,0.63856455,0.063666275,0.058308076,0.25296143,0.000205394,22.219536,222.19386,0.036090186,0.03052525,0.027552172,0.018955346,0.21290906,1.37e-05,9.6157122,96.156459,0.030869645,0.018661315,0.00995383,0.007323976,0.072695062,5.53e-09,3.473887,34.738641,0.01041802,0.008389835,0.010715971,0.008164142,0.069027215,5.03e-12,3.7398746,37.398497,0.010217759,0.008936906,1.4706073,0.20556371,43.912289,0.000158698,513.24188,5132.3864,4.805154,1.3497246,,,0058
175, rois\0059-3.roi.h500, (red),2783,250.476,32.535994,32.436466,41.451286,24.59721,90547.664,81494.771,2.2870571,1.8542645,0.82459682,0.82472318,0.8676976,0.78454107,2294.8501,2065.415,0.012641646,0.011485674,28.375034,28.012922,59.350327,9.0087624,78967.742,71072.577,7.3346653,6.3993357,33.02516,32.493687,63.159512,13.512858,91908.906,82720.012,6.7091021,5.4885012,11.073758,10.876333,23.39731,2.8491743,30818.26,27737.077,2.8379406,2.5266641,255.99808,254.73535,359.19199,195.49475,712442.25,641213.09,24.002588,16.870287,12.23975,11.80311,34.471245,3.1415377,34063.156,30657.603,3.5429799,2.2840736,0.67881784,0.65744883,2.1075864,0.083541162,1889.1492,1700.274,0.23241735,0.19692843,2.6577272,2.4328623,10.488637,1.1975222,7396.4551,6656.9619,1.0322352,0.45823403,0.7858756,0.77738929,1.3635147,0.31637016,2187.0918,1968.4277,0.16166649,0.15238166,3.2992228,2.9435115,12.912958,1.6904736,9181.7295,8263.7526,1.1650336,0.63232689,0.03161433,0.028145388,0.16759846,3.0299999999999997e-30,87.982674,79.186226,0.02268653,0.021677436,0.81411582,0.80894536,1.4056891,0.43650848,2265.6851,2039.1626,0.14097194,0.13062485,1.1635343,0.8440997,19.997353,1.19e-10,3238.1177,2914.3712,1.541559,0.53105165,,,0059
178, rois\0060-4.roi.h500, (red),3088,277.92,8.7614507,8.3025694,49.046345,1.5620887,27055.398,24349.844,3.6141331,2.3655336,0.90093208,0.90054059,0.95425433,0.85110873,2782.0737,2503.8725,0.016325692,0.012718901,3.7529615,3.5451567,13.195522,0.012638595,11589.143,10430.239,2.0391713,1.8847018,5.3679477,5.0234013,30.92522,0.50438434,16576.217,14918.613,2.5330937,1.8916922,1.0030407,0.89258492,6.5872369,3.66e-08,3097.3884,2787.6529,0.66797848,0.58664591,19.485369,18.401777,41.591312,7.6229405,60170.75,54153.782,6.086239,2.3663756,7.6841276,7.6070943,13.311767,3.1603668,23728.576,21355.745,1.8574897,1.131704,0.27364636,0.26127613,0.8311708,0.001041384,845.02057,760.51858,0.13014339,0.1032294,0.86023941,0.41765296,15.05208,0.016645003,2656.4231,2390.7793,1.5700751,0.30586821,0.30077155,0.28445289,0.91637748,0.059296791,928.78247,835.90497,0.11763943,0.078494398,0.54272579,0.40967888,7.3560624,0.086100034,1675.9396,1508.3447,0.56266094,0.16507826,0.01281741,0.010425314,0.1437683,1.02e-12,39.580158,35.622174,0.011691569,0.010375361,0.06477723,0.061118249,0.26453555,1.97e-10,200.03215,180.02902,0.034573455,0.028367434,2.4671512,1.0335903,73.312546,0.13699389,7618.564,6856.7122,4.7948071,1.5754876,,,0060
182, rois\0061-4.roi.h500, (red),177,15.9304,21.736459,21.234257,38.133984,14.382124,3847.353,3462.6968,3.4296319,2.3180152,0.87627352,0.87547892,0.91206545,0.84056395,155.10045,139.59355,0.01306859,0.011937889,4.1049983,3.8728516,12.256921,0.20161766,726.58459,653.94112,2.1306515,2.0265604,5.7446048,5.4743595,13.899696,1.2279719,1016.7949,915.13639,2.234487,2.0295297,1.7378393,1.5577942,4.3520994,1.61e-05,307.59753,276.8441,0.94961481,0.90596086,25.186258,25.119736,37.127651,16.680265,4457.9673,4012.2622,3.6833741,3.0930587,9.476011,9.4166241,16.333128,5.4532428,1677.2538,1509.5629,1.5276715,1.4531971,0.48297247,0.48828244,0.96491855,0.1531003,85.486122,76.939267,0.16219393,0.15671126,12.699451,12.174067,22.538919,7.0291557,2247.803,2023.0686,3.4553869,1.6474261,0.49876356,0.47475466,0.92231333,0.14888805,88.281174,79.454844,0.12006208,0.11028048,0.21401219,0.21312688,0.42489377,0.072213419,37.880169,34.092919,0.070344372,0.06432868,0.042676823,0.040002968,0.13144258,2.73e-07,7.5537996,6.7985727,0.025733542,0.023205039,0.10803075,0.10758296,0.22919966,0.009824835,19.121443,17.20969,0.045826715,0.044778841,26.208935,24.289099,74.16629,17.36075,4638.98,4175.1784,8.1061613,3.9597697,,,0061
186, rois\0062-3.roi.h500, (red),5650,508.509,8.3988071,8.0943165,21.1182,-165.71832,47453.336,42708.726,3.5728995,2.0433781,0.8791762,0.87919456,0.92632616,0.83277214,4967.3384,4470.6939,0.013817848,0.012913911,4.680192,4.3380947,15.946404,0.003603698,26443.146,23799.218,2.4885582,2.1383109,7.2853226,6.7475443,23.764051,0.062559843,41162.039,37046.552,3.3599806,2.0977448,1.7866476,1.7020922,6.3156171,1.7e-05,10094.578,9085.2716,0.89038862,0.82651211,30.835244,30.447868,57.723705,12.690186,174219.09,156800.12,6.3663003,3.2923647,5.5703834,5.4914432,12.080355,1.4259998,31472.637,28325.925,1.4080022,1.0532091,0.1906668,0.18039227,0.63040936,0.000144494,1077.2667,969.55864,0.092966444,0.086916585,1.1717834,0.7575562,13.454351,0.12267952,6620.5728,5958.6293,1.4304568,0.2933085,0.2101624,0.20440879,0.62143236,0.023891732,1187.4186,1068.6956,0.073519144,0.064762539,0.53331146,0.34258872,6.9239044,0.040126108,3013.2,2711.939,0.67640208,0.21466218,0.012084066,0.009675494,0.12074255,6.49e-16,68.275009,61.448617,0.010610782,0.009928877,0.069178158,0.065460317,0.22941612,6.37e-08,390.85675,351.77746,0.033822398,0.029999128,0.74690566,0.46844578,39.667519,2.05e-05,4220.0215,3798.0857,1.5533571,0.31150997,,,0062
189, rois\0063-4.roi.h500, (red),901,81.0889,3.9368374,4.362905,15.622293,-1.4799833,3547.0901,3192.3363,2.9525566,2.9172417,0.89001165,0.88995218,0.93507749,0.84387749,801.90027,721.70023,0.014619545,0.013595042,0.42789966,0.10009249,3.4488759,0.000864136,385.53766,346.97892,0.59345628,0.54214664,0.40969828,0.19796422,3.5765152,0.002703547,369.1384,332.21963,0.4704461,0.43873487,0.39713484,0.31799072,2.0415206,1.9e-05,357.81863,322.03208,0.33570708,0.31823047,0.74223381,0.69358474,2.3759851,1.55e-08,668.75238,601.86888,0.42887813,0.40468521,0.21941858,0.18795036,0.91766208,1.22e-09,197.69595,177.924,0.17036943,0.15929341,0.024598316,0.009365599,0.147073,5.99e-08,22.163094,19.946492,0.028085557,0.027041756,0.084926621,0.075926006,0.31105137,0.000358775,76.518837,68.866022,0.053739922,0.050464186,0.063957799,0.059511729,0.2385907,0.000331861,57.625984,51.862645,0.035129963,0.033809496,0.024384105,0.021002343,0.11598076,1.41e-05,21.970087,19.772791,0.019551278,0.018739238,0.008712751,0.006455254,0.054775357,3.43e-10,7.8501906,7.0650697,0.008004563,0.007505952,0.014498755,0.012108972,0.064715706,2.96e-12,13.063387,11.756874,0.012615447,0.012012805,0.060141094,0.051085155,0.2936644,2.1e-07,54.18718,48.767723,0.045348181,0.04142463,,,0063
193, rois\0064-3.roi.h500, (red),1771,159.388,13.387093,12.516027,44.044525,4.7775626,23708.525,21337.455,4.6804334,2.820235,0.8719688,0.87199998,0.91583717,0.83369571,1544.2557,1389.8159,0.013359516,0.012696683,4.7494324,4.4176149,15.552076,0.035923142,8411.2432,7570.0377,2.5235943,2.2385778,5.8934583,5.0788736,33.088894,0.50427663,10437.313,9393.4807,3.5698315,2.2937422,2.0239987,1.8751962,9.2922373,0.011906384,3584.5007,3226.0163,1.0641862,0.9045844,37.943316,37.967117,62.233036,16.783388,67197.555,60477.191,7.7309632,3.7521276,10.676867,10.679818,19.585739,4.147501,18908.75,17017.673,2.6374725,1.5169437,0.31969584,0.30611446,0.98023236,0.009422473,566.18109,509.55764,0.13691991,0.1192948,2.1030348,1.4840375,13.899663,0.5163942,3724.4736,3351.9906,1.7343075,0.59714012,0.15882795,0.1552837,0.39930561,0.010179732,281.28442,253.1531,0.061177894,0.05726217,0.34102259,0.33024266,0.77043653,0.069411494,603.95099,543.54997,0.1087707,0.083899645,0.023473313,0.018932248,0.19724578,2e-14,41.571213,37.413705,0.021056144,0.016710527,0.047443247,0.043488923,0.21210201,1.42e-08,84.021996,75.618966,0.028986847,0.026003863,12.1629,8.9462166,75.501541,3.2643275,21540.477,19386.234,9.3624945,4.5983495,,,0064
196, rois\0065-2.roi.h500, (red),4115,370.353,4.2910108,4.4064522,20.646852,-1.9872308,17657.516,15891.892,2.9525848,2.8862231,0.88705562,0.88697523,0.93204772,0.83435583,3650.2295,3285.2382,0.013753703,0.013050563,0.41242622,0.095010102,4.6489382,0.001366698,1697.1322,1527.4334,0.58595393,0.53328567,0.37783305,0.16692498,3.0945776,0.000237179,1554.7804,1399.3165,0.44448898,0.40504321,0.38748958,0.30024332,2.6549623,7.44e-07,1594.5198,1435.0797,0.34197608,0.32276704,0.44003973,0.35409591,2.3237462,1.04e-10,1810.7629,1629.7009,0.36725162,0.27893951,0.071050041,0.014655699,0.80614084,1.28e-10,292.37091,263.13604,0.095510085,0.081868043,0.01893188,0.004965791,0.18234602,1.21e-08,77.90464,70.114806,0.02487789,0.023050428,0.078010566,0.071101367,0.50074053,3.89e-05,321.01352,288.91456,0.052622498,0.047040321,0.059127856,0.055373609,0.29014206,3.88e-05,243.31102,218.98186,0.034189576,0.03287403,0.022088558,0.019568803,0.12001397,5.06e-07,90.894333,81.805662,0.018624081,0.017683071,0.008763062,0.006370564,0.071885578,5.59e-11,36.059971,32.454272,0.008063551,0.007659188,0.011650404,0.009036998,0.069500238,3.21e-14,47.941456,43.147633,0.010835716,0.01028254,0.29491295,0.23481318,7.199883,2.57e-08,1213.5665,1092.2193,0.2727172,0.11658036,,,0065
200, rois\0066-2.roi.h500, (red),100,2500.01,2.4229448,0.46100616,11.911506,-3.5152555,242.29449,60573.799,2.8908981,2.9231259,0.56533259,0.56529361,0.58738279,0.54188949,56.533253,14133.356,0.008907781,0.00850114,0.36764555,0.087593026,4.7957277,0.00703585,36.764542,9191.1657,0.70457153,0.57088222,0.31334855,0.10606121,2.1705179,0.004676048,31.334862,7833.7367,0.417436,0.39649501,0.37085988,0.2410353,1.683007,1.67e-06,37.085987,9271.5242,0.37075584,0.35264823,0.15843104,0.10308482,0.97889316,2.67e-08,15.843106,3960.7876,0.18228425,0.16554995,0.026739624,0.006232531,0.24898025,0.000359336,2.6739624,668.49256,0.051684882,0.042150207,0.028316048,0.008954427,0.15669942,5.35e-05,2.8316054,707.90328,0.03358247,0.031688431,0.1215871,0.11982796,0.34268984,0.000830293,12.15871,3039.6863,0.070566374,0.068915889,0.099929332,0.086936496,0.27537447,0.000374427,9.9929352,2498.2406,0.053394488,0.052437348,0.030209095,0.026256312,0.095115878,0.000124834,3.0209093,755.22958,0.023379051,0.022643979,0.010686955,0.007825604,0.058618519,1.35e-07,1.0686954,267.17467,0.010965064,0.010069619,0.013573932,0.011809207,0.053918611,4.5e-09,1.3573936,339.34931,0.012606059,0.011596702,0.055802133,0.044965938,0.20387341,7.96e-07,5.5802121,1395.0574,0.043191904,0.041735758,,,0066
202, rois\0067-5.roi.h500, (red),1174,29349.9,3.1032753,1.5354991,22.683329,-8.9222546,3643.2449,910809.1,3.6846436,3.4378181,0.76742054,0.76752508,0.8060863,0.72372371,900.95154,225237.39,0.012617348,0.012175795,0.20914107,0.062221017,2.1845696,2.06e-07,245.53152,61382.756,0.3329912,0.29291921,0.079361502,0.016305683,1.729715,0.000769931,93.170502,23292.545,0.18192666,0.12242311,0.16135015,0.030632449,1.4054977,0.000266266,189.42506,47356.156,0.22403732,0.19090393,0.025313751,0.003685758,0.5832746,3.15e-07,29.718346,7429.5681,0.062450375,0.03562337,0.11632067,0.003343022,2.2372606,1.03e-05,136.56049,34140.035,0.30628884,0.067034667,0.014091112,0.003327906,0.12631403,6.96e-08,16.542969,4135.7313,0.019562369,0.018159901,0.067933626,0.059357751,1.5134749,2.23e-05,79.754044,19938.472,0.067109949,0.044778552,0.051638547,0.048647627,0.16569744,2.93e-05,60.62365,15155.877,0.028354725,0.027276439,0.015750246,0.014316635,0.069855094,2.5e-07,18.490793,4622.6862,0.013637711,0.012863671,0.005452213,0.003295968,0.049978189,1.29e-10,6.4009018,1600.2207,0.005777527,0.005371312,0.00462818,0.002182407,0.058120731,5.2e-12,5.4334822,1358.3675,0.006024894,0.005188672,0.029541471,0.022093076,0.72174203,1.04e-08,34.681698,8670.4009,0.03793896,0.0244212,,,0067
207, rois\0068-4.roi.h500, (red),295,7374.97,2.9403218,1.1947691,18.878513,-3.8429499,867.39484,216847.99,3.4688326,3.3752505,0.7725549,0.77187943,0.81307095,0.736377,227.90372,56975.728,0.013282279,0.012893985,0.21134156,0.059804887,2.0520549,1.52e-07,62.345753,15586.386,0.34969659,0.28981946,0.06225707,0.014716709,1.235726,0.001828088,18.365835,4591.4431,0.14923599,0.10641753,0.16515812,0.021956813,1.2098795,0.001195946,48.721661,12180.369,0.22220685,0.20699662,0.019535015,0.003235526,0.59131932,0.000339213,5.7628303,1440.7024,0.054433636,0.029750858,0.027836307,0.003103238,0.51047409,0.000363124,8.21171,2052.9205,0.058386078,0.039356179,0.014404639,0.003661692,0.11184169,3.04e-06,4.2493696,1062.3385,0.019444299,0.018378524,0.060732026,0.057992723,0.20189266,0.000263016,17.915953,4478.9715,0.039771548,0.038148415,0.052833042,0.049697928,0.15846756,0.000118363,15.585752,3896.4234,0.029863639,0.028657026,0.014198289,0.01265683,0.071993805,1.42e-06,4.1884966,1047.1202,0.01353124,0.012888599,0.005547156,0.003453102,0.03035233,1.09e-09,1.6364101,409.10131,0.005811034,0.005311594,0.00463042,0.002286845,0.031396091,5.61e-11,1.3659742,341.49232,0.005476291,0.00504331,0.024950605,0.021005355,0.10982469,5.24e-13,7.3604264,1840.1008,0.01995678,0.019445305,,,0068
211, rois\0069-4.roi.h500, (red),319,7975.02,2.2627208,0.21051168,15.904593,-3.779459,721.80817,180452.51,3.5511249,3.4093767,0.76899135,0.77626193,0.80539769,0.0,245.30823,61327.237,0.075734969,0.019170379,0.18801358,0.063239075,1.9987856,0.0,59.976318,14994.127,0.28402507,0.23798129,0.064930408,0.015848106,0.96657789,0.0,20.712805,5178.2149,0.14218805,0.10466167,0.16657747,0.040850319,1.0797943,0.0,53.138206,13284.591,0.20873626,0.19295441,0.012931445,0.003360875,0.24522732,0.0,4.1251321,1031.2857,0.034015479,0.022684664,0.009536817,0.002834842,0.25333574,0.0,3.0422447,760.56337,0.02447522,0.016040137,0.015525795,0.004663759,0.1007228,0.0,4.9527278,1238.1857,0.02015849,0.019091242,0.083419407,0.075530998,0.26368701,0.0,26.61079,6652.7168,0.048610875,0.046199208,0.065910341,0.062796757,0.17938565,0.0,21.025404,5256.3648,0.033449417,0.031891538,0.029423334,0.027687687,0.091796204,0.0,9.3860455,2346.5176,0.018411446,0.01805234,0.005261189,0.003068552,0.029878739,0.0,1.6783192,419.58099,0.005754,0.005389679,0.003748044,0.00195245,0.023335896,0.0,1.1956259,298.90737,0.004695784,0.004344925,0.024307189,0.019234307,0.12791298,0.0,7.7539916,1938.5039,0.021793901,0.019452204,,,0069
215, rois\0070-5.roi.h500, (red),223,5574.98,3.286469,1.5022576,19.387215,-3.4564257,732.88269,183220.0,3.4531313,3.2434759,0.78253293,0.78248388,0.81335157,0.75072467,174.50484,43626.058,0.012237602,0.011906241,0.33222979,0.098183915,1.8743517,1.83e-06,74.087234,18521.746,0.44158056,0.40962129,0.14135704,0.022210617,1.1930307,0.000158025,31.522629,7880.6275,0.25266915,0.22236383,0.17837413,0.052694652,0.91873413,0.001426609,39.777431,9944.323,0.20513494,0.19331888,0.078839427,0.008205999,0.50789315,0.000201252,17.581192,4395.2827,0.11241776,0.097779313,0.030029618,0.003220684,0.31471905,0.00019713,6.6966052,1674.1453,0.051050469,0.045566823,0.01465922,0.003837285,0.080420904,4.88e-07,3.269007,817.24864,0.019194315,0.017808802,0.087144025,0.082207181,0.26348829,0.000376028,19.433117,4858.2624,0.048356794,0.047014439,0.067556182,0.065135606,0.15102689,0.004229944,15.065025,3766.2439,0.03025193,0.029359263,0.029197169,0.026816929,0.12018491,8.44e-05,6.5109682,1627.7365,0.019989772,0.018378243,0.005667723,0.003548221,0.027603889,3.99e-10,1.2639022,315.97443,0.005590485,0.005205397,0.004384641,0.002923105,0.029967221,6.5e-10,0.97777498,244.44288,0.004986248,0.004544694,0.024354904,0.021976013,0.098143168,3.71e-08,5.4311442,1357.7811,0.018544576,0.017798119,,,0070
220, rois\0071-5.roi.h500, (red),740,18500.1,2.3920903,0.19304752,17.705418,-4.8193812,1770.1472,442538.67,3.8671344,3.8327837,0.77855821,0.77802199,0.81888109,0.74060154,576.133,144033.91,0.014014849,0.013611001,0.14459474,0.029524563,1.7017217,1.32e-06,107.00011,26750.146,0.25198938,0.2052858,0.052723214,0.014566846,1.2411691,0.001888355,39.015186,9753.8379,0.12654069,0.094446132,0.10629228,0.013164628,1.1283995,0.000995357,78.656281,19664.159,0.17376324,0.15237901,0.017202033,0.003356725,0.34273359,0.000208159,12.729512,3182.3902,0.041987228,0.030657483,0.017029827,0.002803062,0.31108305,0.000166319,12.602068,3150.532,0.037147543,0.029566917,0.016599338,0.003990611,0.12110628,2.66e-08,12.283511,3070.8912,0.021673863,0.020227472,0.083147694,0.078264937,0.24812306,2.63e-06,61.529308,15382.392,0.045199612,0.043609431,0.065919288,0.06464655,0.17572671,0.000137796,48.780308,12195.122,0.03026985,0.029374487,0.027577001,0.024571322,0.10477737,4.27e-06,20.406979,5101.7679,0.01865224,0.018039168,0.005412197,0.002924221,0.033843383,1.52e-09,4.0050249,1001.2608,0.006168866,0.005794605,0.004476254,0.002449941,0.031582683,1.18e-13,3.3124251,828.11057,0.005318936,0.005005184,0.026175291,0.021151606,0.12280272,5.1e-09,19.369726,4842.4503,0.022744264,0.021917189,,,0071
225, rois\0073-4.roi.h500, (red),378,377.997,2.7555535,0.29575229,17.449135,0.044447184,1041.599,10415.923,4.4078621,4.3885565,0.77896435,0.77874815,0.82596487,0.74087596,294.44855,2944.4658,0.012023553,0.011633281,0.26321439,0.047556132,1.9578652,0.001241267,99.495041,994.9438,0.39316431,0.35318623,0.2308639,0.036388583,1.854584,0.002008528,87.266556,872.65977,0.32588203,0.28310746,0.10135009,0.015592816,0.96311861,0.000703392,38.310322,383.1008,0.16864039,0.14187291,0.30693134,0.28032243,1.4138398,4.82e-06,116.02007,1160.1928,0.23857366,0.20532204,0.29322226,0.23985684,1.01858,4.5e-05,110.83799,1108.3728,0.23016381,0.14487342,0.020305025,0.006080294,0.12940259,1.28e-06,7.6752963,76.752487,0.024356385,0.022543942,0.079760198,0.070718817,0.25552186,0.000162334,30.149355,301.49155,0.049305243,0.043431072,0.053516289,0.049939357,0.13647404,0.000748582,20.229156,202.29023,0.027606957,0.026738086,0.019360204,0.016133763,0.098347597,1.43e-08,7.3181515,73.181086,0.016943945,0.015094797,0.005217147,0.003217568,0.029789768,6.47e-09,1.9720821,19.720684,0.00530203,0.00483668,0.00733709,0.005236576,0.05132008,1.07e-10,2.773421,27.734017,0.00778315,0.00655802,0.031238364,0.02645978,0.15222487,2.95e-08,11.808098,118.08023,0.025625065,0.02354412,,,0073
229, rois\0074-4.roi.h500, (red),864,863.994,3.3716408,1.4168501,18.076485,-2.7599573,2913.0974,29130.785,3.48098,3.3575505,0.77332919,0.77329415,0.81215477,0.60732985,668.15649,6681.5203,0.014334913,0.012912848,0.22219188,0.064667776,2.5201275,6.87e-08,191.97385,1919.7252,0.34203076,0.30103528,0.064313382,0.01585537,0.91361666,0.000691687,55.566738,555.66397,0.1356699,0.099924656,0.17240104,0.030631004,2.0024443,0.000650876,148.95447,1489.5352,0.22909955,0.20828987,0.029660099,0.003847697,0.4106932,1.89e-05,25.626305,256.26157,0.061465261,0.047930906,0.03149912,0.003315117,0.40620658,0.000303806,27.215263,272.15061,0.059162653,0.045024102,0.014341399,0.003298105,0.10855174,1.92e-06,12.390965,123.90887,0.019012673,0.017627301,0.060181251,0.056299109,0.21612346,6.93e-05,51.996586,519.9626,0.038985071,0.037742726,0.049310997,0.047265243,0.14212102,9.86e-05,42.604694,426.04421,0.027594265,0.026641047,0.015008055,0.013993903,0.063633636,2.32e-06,12.966956,129.66874,0.013320431,0.012712345,0.005371635,0.003483347,0.039466716,8.07e-10,4.6410913,46.410625,0.005480428,0.005058134,0.004376069,0.002131225,0.041802965,2.31e-11,3.780921,37.808985,0.005375792,0.004972426,0.02582542,0.021876767,0.16705756,3.93e-10,22.31315,223.13017,0.02051814,0.019320926,,,0074
